image_id,image_name,perception_type,score_run_id,score
3,corr_image_3.jpg,lively,1,7
3,corr_image_3.jpg,beautiful,1,4
3,corr_image_3.jpg,wealthy,1,3
3,corr_image_3.jpg,depressing,1,5
3,corr_image_3.jpg,boring,1,4
3,corr_image_3.jpg,safe,2,5
3,corr_image_3.jpg,lively,2,7
3,corr_image_3.jpg,beautiful,2,4
3,corr_image_3.jpg,wealthy,2,3
3,corr_image_3.jpg,depressing,2,5
3,corr_image_3.jpg,boring,2,4
3,corr_image_3.jpg,safe,3,5
3,corr_image_3.jpg,lively,3,7
3,corr_image_3.jpg,beautiful,3,4
3,corr_image_3.jpg,wealthy,3,3
3,corr_image_3.jpg,depressing,3,5
3,corr_image_3.jpg,boring,3,5
3,corr_image_3.jpg,safe,4,5
3,corr_image_3.jpg,lively,4,6
3,corr_image_3.jpg,beautiful,4,4
3,corr_image_3.jpg,wealthy,4,4
3,corr_image_3.jpg,depressing,4,5
3,corr_image_3.jpg,boring,4,5
3,corr_image_3.jpg,safe,5,5
3,corr_image_3.jpg,lively,5,7
3,corr_image_3.jpg,beautiful,5,4
3,corr_image_3.jpg,wealthy,5,3
3,corr_image_3.jpg,depressing,5,5
3,corr_image_3.jpg,boring,5,4
3,corr_image_3.jpg,safe,6,5
3,corr_image_3.jpg,lively,6,7
3,corr_image_3.jpg,beautiful,6,4
3,corr_image_3.jpg,wealthy,6,4
3,corr_image_3.jpg,depressing,6,5
3,corr_image_3.jpg,boring,6,5
3,corr_image_3.jpg,safe,7,5
3,corr_image_3.jpg,lively,7,7
3,corr_image_3.jpg,beautiful,7,4
3,corr_image_3.jpg,wealthy,7,4
3,corr_image_3.jpg,depressing,7,5
3,corr_image_3.jpg,boring,7,5
3,corr_image_3.jpg,safe,8,5
3,corr_image_3.jpg,lively,8,6.5
3,corr_image_3.jpg,beautiful,8,4
3,corr_image_3.jpg,wealthy,8,3.5
3,corr_image_3.jpg,depressing,8,5.5
3,corr_image_3.jpg,boring,8,4.5
3,corr_image_3.jpg,safe,9,5
3,corr_image_3.jpg,lively,9,7
3,corr_image_3.jpg,beautiful,9,4
3,corr_image_3.jpg,wealthy,9,4
3,corr_image_3.jpg,depressing,9,5
3,corr_image_3.jpg,boring,9,5
3,corr_image_3.jpg,safe,10,5
3,corr_image_3.jpg,lively,10,6
3,corr_image_3.jpg,beautiful,10,4
3,corr_image_3.jpg,wealthy,10,4
3,corr_image_3.jpg,depressing,10,5
3,corr_image_3.jpg,boring,10,5
4,corr_image_4.jpg,safe,1,5
4,corr_image_4.jpg,lively,1,7
4,corr_image_4.jpg,beautiful,1,5
4,corr_image_4.jpg,wealthy,1,4
4,corr_image_4.jpg,depressing,1,5
4,corr_image_4.jpg,boring,1,4
4,corr_image_4.jpg,safe,2,5
4,corr_image_4.jpg,lively,2,7
4,corr_image_4.jpg,beautiful,2,5
4,corr_image_4.jpg,wealthy,2,4
4,corr_image_4.jpg,depressing,2,6
4,corr_image_4.jpg,boring,2,5
4,corr_image_4.jpg,safe,3,5
4,corr_image_4.jpg,lively,3,7
4,corr_image_4.jpg,beautiful,3,5
4,corr_image_4.jpg,wealthy,3,4
4,corr_image_4.jpg,depressing,3,5
4,corr_image_4.jpg,boring,3,4
4,corr_image_4.jpg,safe,4,5
4,corr_image_4.jpg,lively,4,8
4,corr_image_4.jpg,beautiful,4,4
4,corr_image_4.jpg,wealthy,4,4
4,corr_image_4.jpg,depressing,4,5
4,corr_image_4.jpg,boring,4,3
4,corr_image_4.jpg,safe,5,5
4,corr_image_4.jpg,lively,5,7
4,corr_image_4.jpg,beautiful,5,4
4,corr_image_4.jpg,wealthy,5,4
4,corr_image_4.jpg,depressing,5,5
4,corr_image_4.jpg,boring,5,3
4,corr_image_4.jpg,safe,6,5
4,corr_image_4.jpg,lively,6,7
4,corr_image_4.jpg,beautiful,6,4
4,corr_image_4.jpg,wealthy,6,3
4,corr_image_4.jpg,depressing,6,5
4,corr_image_4.jpg,boring,6,4
4,corr_image_4.jpg,safe,7,5
4,corr_image_4.jpg,lively,7,7
4,corr_image_4.jpg,beautiful,7,4
4,corr_image_4.jpg,wealthy,7,3
4,corr_image_4.jpg,depressing,7,5
4,corr_image_4.jpg,boring,7,4
4,corr_image_4.jpg,safe,8,5
4,corr_image_4.jpg,lively,8,7
4,corr_image_4.jpg,beautiful,8,4
4,corr_image_4.jpg,wealthy,8,4
4,corr_image_4.jpg,depressing,8,5
4,corr_image_4.jpg,boring,8,5
4,corr_image_4.jpg,safe,9,5
4,corr_image_4.jpg,lively,9,7
4,corr_image_4.jpg,beautiful,9,5
4,corr_image_4.jpg,wealthy,9,4
4,corr_image_4.jpg,depressing,9,5
4,corr_image_4.jpg,boring,9,4
4,corr_image_4.jpg,safe,10,5
4,corr_image_4.jpg,lively,10,7
4,corr_image_4.jpg,beautiful,10,4
4,corr_image_4.jpg,wealthy,10,3
4,corr_image_4.jpg,depressing,10,5
4,corr_image_4.jpg,boring,10,4
5,corr_image_5.jpg,safe,1,7
5,corr_image_5.jpg,lively,1,8
5,corr_image_5.jpg,beautiful,1,7
5,corr_image_5.jpg,wealthy,1,7
5,corr_image_5.jpg,depressing,1,3
5,corr_image_5.jpg,boring,1,4
5,corr_image_5.jpg,safe,2,8
5,corr_image_5.jpg,lively,2,9
5,corr_image_5.jpg,beautiful,2,7
5,corr_image_5.jpg,wealthy,2,7
5,corr_image_5.jpg,depressing,2,3
5,corr_image_5.jpg,boring,2,3
5,corr_image_5.jpg,safe,3,8
5,corr_image_5.jpg,lively,3,9
5,corr_image_5.jpg,beautiful,3,8
5,corr_image_5.jpg,wealthy,3,7
5,corr_image_5.jpg,depressing,3,3
5,corr_image_5.jpg,boring,3,3
5,corr_image_5.jpg,safe,4,8
5,corr_image_5.jpg,lively,4,9
5,corr_image_5.jpg,beautiful,4,7
5,corr_image_5.jpg,wealthy,4,7
5,corr_image_5.jpg,depressing,4,2
5,corr_image_5.jpg,boring,4,3
5,corr_image_5.jpg,safe,5,8
5,corr_image_5.jpg,lively,5,9
5,corr_image_5.jpg,beautiful,5,7
5,corr_image_5.jpg,wealthy,5,7
5,corr_image_5.jpg,depressing,5,3
5,corr_image_5.jpg,boring,5,2
5,corr_image_5.jpg,safe,6,8
5,corr_image_5.jpg,lively,6,9
5,corr_image_5.jpg,beautiful,6,7
5,corr_image_5.jpg,wealthy,6,7
5,corr_image_5.jpg,depressing,6,3
5,corr_image_5.jpg,boring,6,2
5,corr_image_5.jpg,safe,7,8
5,corr_image_5.jpg,lively,7,9
5,corr_image_5.jpg,beautiful,7,7
5,corr_image_5.jpg,wealthy,7,7
5,corr_image_5.jpg,depressing,7,3
5,corr_image_5.jpg,boring,7,3
5,corr_image_5.jpg,safe,8,8
5,corr_image_5.jpg,lively,8,9
5,corr_image_5.jpg,beautiful,8,7
5,corr_image_5.jpg,wealthy,8,7
5,corr_image_5.jpg,depressing,8,2
5,corr_image_5.jpg,boring,8,3
5,corr_image_5.jpg,safe,9,8
5,corr_image_5.jpg,lively,9,9
5,corr_image_5.jpg,beautiful,9,7
5,corr_image_5.jpg,wealthy,9,7
5,corr_image_5.jpg,depressing,9,3
5,corr_image_5.jpg,boring,9,2
5,corr_image_5.jpg,safe,10,7
5,corr_image_5.jpg,lively,10,8
5,corr_image_5.jpg,beautiful,10,7
5,corr_image_5.jpg,wealthy,10,7
5,corr_image_5.jpg,depressing,10,3
5,corr_image_5.jpg,boring,10,4
6,corr_image_6.jpg,safe,1,8
6,corr_image_6.jpg,lively,1,7
6,corr_image_6.jpg,beautiful,1,7
6,corr_image_6.jpg,wealthy,1,8
6,corr_image_6.jpg,depressing,1,3
6,corr_image_6.jpg,boring,1,4
6,corr_image_6.jpg,safe,2,8
6,corr_image_6.jpg,lively,2,8
6,corr_image_6.jpg,beautiful,2,7
6,corr_image_6.jpg,wealthy,2,7
6,corr_image_6.jpg,depressing,2,3
6,corr_image_6.jpg,boring,2,4
6,corr_image_6.jpg,safe,3,8
6,corr_image_6.jpg,lively,3,8
6,corr_image_6.jpg,beautiful,3,7
6,corr_image_6.jpg,wealthy,3,7
6,corr_image_6.jpg,depressing,3,3
6,corr_image_6.jpg,boring,3,4
6,corr_image_6.jpg,safe,4,8
6,corr_image_6.jpg,lively,4,8
6,corr_image_6.jpg,beautiful,4,7
6,corr_image_6.jpg,wealthy,4,7
6,corr_image_6.jpg,depressing,4,3
6,corr_image_6.jpg,boring,4,4
6,corr_image_6.jpg,safe,5,8
6,corr_image_6.jpg,lively,5,8
6,corr_image_6.jpg,beautiful,5,7
6,corr_image_6.jpg,wealthy,5,7
6,corr_image_6.jpg,depressing,5,3
6,corr_image_6.jpg,boring,5,4
6,corr_image_6.jpg,safe,6,8
6,corr_image_6.jpg,lively,6,9
6,corr_image_6.jpg,beautiful,6,7
6,corr_image_6.jpg,wealthy,6,8
6,corr_image_6.jpg,depressing,6,3
6,corr_image_6.jpg,boring,6,4
6,corr_image_6.jpg,safe,7,8
6,corr_image_6.jpg,lively,7,7
6,corr_image_6.jpg,beautiful,7,6
6,corr_image_6.jpg,wealthy,7,7
6,corr_image_6.jpg,depressing,7,4
6,corr_image_6.jpg,boring,7,5
6,corr_image_6.jpg,safe,8,8
6,corr_image_6.jpg,lively,8,8
6,corr_image_6.jpg,beautiful,8,7
6,corr_image_6.jpg,wealthy,8,7
6,corr_image_6.jpg,depressing,8,3
6,corr_image_6.jpg,boring,8,4
6,corr_image_6.jpg,safe,9,8
6,corr_image_6.jpg,lively,9,8
6,corr_image_6.jpg,beautiful,9,7
6,corr_image_6.jpg,wealthy,9,7
6,corr_image_6.jpg,depressing,9,3
6,corr_image_6.jpg,boring,9,4
6,corr_image_6.jpg,safe,10,8
6,corr_image_6.jpg,lively,10,8
6,corr_image_6.jpg,beautiful,10,7
6,corr_image_6.jpg,wealthy,10,7
6,corr_image_6.jpg,depressing,10,3
6,corr_image_6.jpg,boring,10,3
7,corr_image_7.jpg,safe,1,8
7,corr_image_7.jpg,lively,1,9
7,corr_image_7.jpg,beautiful,1,8.5
7,corr_image_7.jpg,wealthy,1,7.5
7,corr_image_7.jpg,depressing,1,2
7,corr_image_7.jpg,boring,1,3
7,corr_image_7.jpg,safe,2,8
7,corr_image_7.jpg,lively,2,9
7,corr_image_7.jpg,beautiful,2,8.5
7,corr_image_7.jpg,wealthy,2,7.5
7,corr_image_7.jpg,depressing,2,2
7,corr_image_7.jpg,boring,2,3
7,corr_image_7.jpg,safe,3,8
7,corr_image_7.jpg,lively,3,9
7,corr_image_7.jpg,beautiful,3,8
7,corr_image_7.jpg,wealthy,3,7
7,corr_image_7.jpg,depressing,3,2
7,corr_image_7.jpg,boring,3,3
7,corr_image_7.jpg,safe,4,8
7,corr_image_7.jpg,lively,4,9
7,corr_image_7.jpg,beautiful,4,9
7,corr_image_7.jpg,wealthy,4,7
7,corr_image_7.jpg,depressing,4,2
7,corr_image_7.jpg,boring,4,2
7,corr_image_7.jpg,safe,5,8
7,corr_image_7.jpg,lively,5,8
7,corr_image_7.jpg,beautiful,5,9
7,corr_image_7.jpg,wealthy,5,7
7,corr_image_7.jpg,depressing,5,2
7,corr_image_7.jpg,boring,5,3
7,corr_image_7.jpg,safe,6,7
7,corr_image_7.jpg,lively,6,8
7,corr_image_7.jpg,beautiful,6,9
7,corr_image_7.jpg,wealthy,6,7
7,corr_image_7.jpg,depressing,6,3
7,corr_image_7.jpg,boring,6,4
7,corr_image_7.jpg,safe,7,8
7,corr_image_7.jpg,lively,7,8
7,corr_image_7.jpg,beautiful,7,9
7,corr_image_7.jpg,wealthy,7,7
7,corr_image_7.jpg,depressing,7,2
7,corr_image_7.jpg,boring,7,3
7,corr_image_7.jpg,safe,8,8
7,corr_image_7.jpg,lively,8,8
7,corr_image_7.jpg,beautiful,8,8
7,corr_image_7.jpg,wealthy,8,7
7,corr_image_7.jpg,depressing,8,3
7,corr_image_7.jpg,boring,8,3
7,corr_image_7.jpg,safe,9,8
7,corr_image_7.jpg,lively,9,9
7,corr_image_7.jpg,beautiful,9,9
7,corr_image_7.jpg,wealthy,9,7
7,corr_image_7.jpg,depressing,9,2
7,corr_image_7.jpg,boring,9,3
7,corr_image_7.jpg,safe,10,8
7,corr_image_7.jpg,lively,10,9
7,corr_image_7.jpg,beautiful,10,8
7,corr_image_7.jpg,wealthy,10,7
7,corr_image_7.jpg,depressing,10,2
7,corr_image_7.jpg,boring,10,3
8,corr_image_8.jpg,safe,1,8
8,corr_image_8.jpg,lively,1,8
8,corr_image_8.jpg,beautiful,1,7
8,corr_image_8.jpg,wealthy,1,7
8,corr_image_8.jpg,depressing,1,3
8,corr_image_8.jpg,boring,1,4
8,corr_image_8.jpg,safe,2,8
8,corr_image_8.jpg,lively,2,7.5
8,corr_image_8.jpg,beautiful,2,7
8,corr_image_8.jpg,wealthy,2,7.5
8,corr_image_8.jpg,depressing,2,3
8,corr_image_8.jpg,boring,2,4
8,corr_image_8.jpg,safe,3,8
8,corr_image_8.jpg,lively,3,8
8,corr_image_8.jpg,beautiful,3,7
8,corr_image_8.jpg,wealthy,3,8
8,corr_image_8.jpg,depressing,3,3
8,corr_image_8.jpg,boring,3,4
8,corr_image_8.jpg,safe,4,8
8,corr_image_8.jpg,lively,4,8
8,corr_image_8.jpg,beautiful,4,7
8,corr_image_8.jpg,wealthy,4,7
8,corr_image_8.jpg,depressing,4,3
8,corr_image_8.jpg,boring,4,3
8,corr_image_8.jpg,safe,5,8
8,corr_image_8.jpg,lively,5,8
8,corr_image_8.jpg,beautiful,5,7
8,corr_image_8.jpg,wealthy,5,7
8,corr_image_8.jpg,depressing,5,3
8,corr_image_8.jpg,boring,5,4
8,corr_image_8.jpg,safe,6,8
8,corr_image_8.jpg,lively,6,8
8,corr_image_8.jpg,beautiful,6,7
8,corr_image_8.jpg,wealthy,6,8
8,corr_image_8.jpg,depressing,6,3
8,corr_image_8.jpg,boring,6,4
8,corr_image_8.jpg,safe,7,8
8,corr_image_8.jpg,lively,7,7.5
8,corr_image_8.jpg,beautiful,7,7
8,corr_image_8.jpg,wealthy,7,8
8,corr_image_8.jpg,depressing,7,3
8,corr_image_8.jpg,boring,7,4
8,corr_image_8.jpg,safe,8,8
8,corr_image_8.jpg,lively,8,8
8,corr_image_8.jpg,beautiful,8,7
8,corr_image_8.jpg,wealthy,8,8
8,corr_image_8.jpg,depressing,8,2
8,corr_image_8.jpg,boring,8,3
8,corr_image_8.jpg,safe,9,8
8,corr_image_8.jpg,lively,9,8
8,corr_image_8.jpg,beautiful,9,7
8,corr_image_8.jpg,wealthy,9,7
8,corr_image_8.jpg,depressing,9,3
8,corr_image_8.jpg,boring,9,4
8,corr_image_8.jpg,safe,10,8
8,corr_image_8.jpg,lively,10,7.5
8,corr_image_8.jpg,beautiful,10,7
8,corr_image_8.jpg,wealthy,10,7.5
8,corr_image_8.jpg,depressing,10,3
8,corr_image_8.jpg,boring,10,4
9,corr_image_9.jpg,safe,1,6.5
9,corr_image_9.jpg,lively,1,8
9,corr_image_9.jpg,beautiful,1,7
9,corr_image_9.jpg,wealthy,1,5
9,corr_image_9.jpg,depressing,1,3.5
9,corr_image_9.jpg,boring,1,4
9,corr_image_9.jpg,safe,2,6
9,corr_image_9.jpg,lively,2,8
9,corr_image_9.jpg,beautiful,2,7
9,corr_image_9.jpg,wealthy,2,5
9,corr_image_9.jpg,depressing,2,4
9,corr_image_9.jpg,boring,2,3
9,corr_image_9.jpg,safe,3,7
9,corr_image_9.jpg,lively,3,8
9,corr_image_9.jpg,beautiful,3,7
9,corr_image_9.jpg,wealthy,3,5
9,corr_image_9.jpg,depressing,3,4
9,corr_image_9.jpg,boring,3,3
9,corr_image_9.jpg,safe,4,6
9,corr_image_9.jpg,lively,4,8
9,corr_image_9.jpg,beautiful,4,7
9,corr_image_9.jpg,wealthy,4,5
9,corr_image_9.jpg,depressing,4,3
9,corr_image_9.jpg,boring,4,4
9,corr_image_9.jpg,safe,5,6
9,corr_image_9.jpg,lively,5,8
9,corr_image_9.jpg,beautiful,5,7
9,corr_image_9.jpg,wealthy,5,5
9,corr_image_9.jpg,depressing,5,4
9,corr_image_9.jpg,boring,5,3
9,corr_image_9.jpg,safe,6,6
9,corr_image_9.jpg,lively,6,8
9,corr_image_9.jpg,beautiful,6,7
9,corr_image_9.jpg,wealthy,6,5
9,corr_image_9.jpg,depressing,6,3
9,corr_image_9.jpg,boring,6,3
9,corr_image_9.jpg,safe,7,6
9,corr_image_9.jpg,lively,7,8
9,corr_image_9.jpg,beautiful,7,7
9,corr_image_9.jpg,wealthy,7,5
9,corr_image_9.jpg,depressing,7,4
9,corr_image_9.jpg,boring,7,3
9,corr_image_9.jpg,safe,8,6
9,corr_image_9.jpg,lively,8,8
9,corr_image_9.jpg,beautiful,8,7
9,corr_image_9.jpg,wealthy,8,5
9,corr_image_9.jpg,depressing,8,3
9,corr_image_9.jpg,boring,8,3
9,corr_image_9.jpg,safe,9,6
9,corr_image_9.jpg,lively,9,8
9,corr_image_9.jpg,beautiful,9,7
9,corr_image_9.jpg,wealthy,9,5
9,corr_image_9.jpg,depressing,9,3
9,corr_image_9.jpg,boring,9,2
9,corr_image_9.jpg,safe,10,6
9,corr_image_9.jpg,lively,10,8
9,corr_image_9.jpg,beautiful,10,7
9,corr_image_9.jpg,wealthy,10,5
9,corr_image_9.jpg,depressing,10,3
9,corr_image_9.jpg,boring,10,3
10,corr_image_10.jpg,safe,1,8
10,corr_image_10.jpg,lively,1,7
10,corr_image_10.jpg,beautiful,1,7.5
10,corr_image_10.jpg,wealthy,1,7
10,corr_image_10.jpg,depressing,1,3
10,corr_image_10.jpg,boring,1,4
10,corr_image_10.jpg,safe,2,8
10,corr_image_10.jpg,lively,2,7.5
10,corr_image_10.jpg,beautiful,2,8
10,corr_image_10.jpg,wealthy,2,7
10,corr_image_10.jpg,depressing,2,2
10,corr_image_10.jpg,boring,2,3
10,corr_image_10.jpg,safe,3,8
10,corr_image_10.jpg,lively,3,7
10,corr_image_10.jpg,beautiful,3,8
10,corr_image_10.jpg,wealthy,3,7
10,corr_image_10.jpg,depressing,3,3
10,corr_image_10.jpg,boring,3,4
10,corr_image_10.jpg,safe,4,8
10,corr_image_10.jpg,lively,4,7.5
10,corr_image_10.jpg,beautiful,4,8
10,corr_image_10.jpg,wealthy,4,7
10,corr_image_10.jpg,depressing,4,3
10,corr_image_10.jpg,boring,4,4
10,corr_image_10.jpg,safe,5,8
10,corr_image_10.jpg,lively,5,7
10,corr_image_10.jpg,beautiful,5,8
10,corr_image_10.jpg,wealthy,5,7
10,corr_image_10.jpg,depressing,5,3
10,corr_image_10.jpg,boring,5,4
10,corr_image_10.jpg,safe,6,8
10,corr_image_10.jpg,lively,6,7.5
10,corr_image_10.jpg,beautiful,6,8
10,corr_image_10.jpg,wealthy,6,7
10,corr_image_10.jpg,depressing,6,3
10,corr_image_10.jpg,boring,6,4
10,corr_image_10.jpg,safe,7,8
10,corr_image_10.jpg,lively,7,7.5
10,corr_image_10.jpg,beautiful,7,7
10,corr_image_10.jpg,wealthy,7,7
10,corr_image_10.jpg,depressing,7,3
10,corr_image_10.jpg,boring,7,4
10,corr_image_10.jpg,safe,8,8
10,corr_image_10.jpg,lively,8,7
10,corr_image_10.jpg,beautiful,8,8
10,corr_image_10.jpg,wealthy,8,7
10,corr_image_10.jpg,depressing,8,3
10,corr_image_10.jpg,boring,8,4
10,corr_image_10.jpg,safe,9,8
10,corr_image_10.jpg,lively,9,7
10,corr_image_10.jpg,beautiful,9,8
10,corr_image_10.jpg,wealthy,9,7
10,corr_image_10.jpg,depressing,9,2
10,corr_image_10.jpg,boring,9,3
10,corr_image_10.jpg,safe,10,8
10,corr_image_10.jpg,lively,10,7
10,corr_image_10.jpg,beautiful,10,8
10,corr_image_10.jpg,wealthy,10,7
10,corr_image_10.jpg,depressing,10,3
10,corr_image_10.jpg,boring,10,4
11,corr_image_11.jpg,safe,1,8
11,corr_image_11.jpg,lively,1,9
11,corr_image_11.jpg,beautiful,1,8
11,corr_image_11.jpg,wealthy,1,7
11,corr_image_11.jpg,depressing,1,3
11,corr_image_11.jpg,boring,1,2
11,corr_image_11.jpg,safe,2,7
11,corr_image_11.jpg,lively,2,8
11,corr_image_11.jpg,beautiful,2,7
11,corr_image_11.jpg,wealthy,2,7
11,corr_image_11.jpg,depressing,2,3
11,corr_image_11.jpg,boring,2,4
11,corr_image_11.jpg,safe,3,7
11,corr_image_11.jpg,lively,3,8
11,corr_image_11.jpg,beautiful,3,7
11,corr_image_11.jpg,wealthy,3,7
11,corr_image_11.jpg,depressing,3,3
11,corr_image_11.jpg,boring,3,3
11,corr_image_11.jpg,safe,4,7
11,corr_image_11.jpg,lively,4,8
11,corr_image_11.jpg,beautiful,4,7
11,corr_image_11.jpg,wealthy,4,7
11,corr_image_11.jpg,depressing,4,3
11,corr_image_11.jpg,boring,4,4
11,corr_image_11.jpg,safe,5,7
11,corr_image_11.jpg,lively,5,8
11,corr_image_11.jpg,beautiful,5,7
11,corr_image_11.jpg,wealthy,5,7
11,corr_image_11.jpg,depressing,5,3
11,corr_image_11.jpg,boring,5,4
11,corr_image_11.jpg,safe,6,7
11,corr_image_11.jpg,lively,6,8
11,corr_image_11.jpg,beautiful,6,7
11,corr_image_11.jpg,wealthy,6,7
11,corr_image_11.jpg,depressing,6,3
11,corr_image_11.jpg,boring,6,3
11,corr_image_11.jpg,safe,7,7.5
11,corr_image_11.jpg,lively,7,8
11,corr_image_11.jpg,beautiful,7,7
11,corr_image_11.jpg,wealthy,7,7
11,corr_image_11.jpg,depressing,7,3
11,corr_image_11.jpg,boring,7,4
11,corr_image_11.jpg,safe,8,7
11,corr_image_11.jpg,lively,8,8
11,corr_image_11.jpg,beautiful,8,7
11,corr_image_11.jpg,wealthy,8,7
11,corr_image_11.jpg,depressing,8,3
11,corr_image_11.jpg,boring,8,4
11,corr_image_11.jpg,safe,9,7
11,corr_image_11.jpg,lively,9,8
11,corr_image_11.jpg,beautiful,9,7
11,corr_image_11.jpg,wealthy,9,7
11,corr_image_11.jpg,depressing,9,3
11,corr_image_11.jpg,boring,9,4
11,corr_image_11.jpg,safe,10,7
11,corr_image_11.jpg,lively,10,8
11,corr_image_11.jpg,beautiful,10,7
11,corr_image_11.jpg,wealthy,10,7
11,corr_image_11.jpg,depressing,10,3
11,corr_image_11.jpg,boring,10,3
12,corr_image_12.jpg,safe,1,7
12,corr_image_12.jpg,lively,1,8
12,corr_image_12.jpg,beautiful,1,7.5
12,corr_image_12.jpg,wealthy,1,7
12,corr_image_12.jpg,depressing,1,3
12,corr_image_12.jpg,boring,1,4
12,corr_image_12.jpg,safe,2,7.5
