perception,image_left,image_right,winner
boring,corr_location_0101_forward_add_individual_a_body_of_water.jpg,corr_location_0079_left_add_individual_some_road_intersections.jpg,corr_location_0101_forward_add_individual_a_body_of_water.jpg
safe,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
lively,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg"
beautiful,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,equal
wealthy,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,equal
depressing,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
boring,"corr_location_0114_rear_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
safe,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,corr_location_0042_rear_add_individual_a_body_of_water.jpg
lively,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,corr_location_0042_rear_add_individual_a_body_of_water.jpg
beautiful,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,corr_location_0042_rear_add_individual_a_body_of_water.jpg
wealthy,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,corr_location_0042_rear_add_individual_a_body_of_water.jpg
depressing,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
boring,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0042_rear_add_individual_a_body_of_water.jpg,"corr_location_0039_left_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
safe,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
lively,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
beautiful,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
wealthy,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg"
depressing,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,corr_location_0128_forward_add_individual_a_body_of_water.jpg
boring,"corr_location_0114_rear_add_category_add_more_built_environment_structures,_such_as_buildings,_fences,_and_walls.jpg",corr_location_0128_forward_add_individual_a_body_of_water.jpg,corr_location_0128_forward_add_individual_a_body_of_water.jpg
safe,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0020_rear_add_individual_some_trucks.jpg
lively,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0020_rear_add_individual_some_trucks.jpg
beautiful,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg
wealthy,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0020_rear_add_individual_some_trucks.jpg
depressing,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg
boring,corr_location_0020_rear_add_individual_some_trucks.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg,corr_location_0079_left_add_individual_a_body_of_water.jpg
safe,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,equal
lively,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg"
beautiful,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,equal
wealthy,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,equal
depressing,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,equal
boring,"corr_location_0066_left_add_category_add_more_traffic_elements_to_the_scene,_such_as_cars,_trucks,_bridges,_and_roads.jpg",corr_location_0066_left_add_individual_some_trucks.jpg,equal
safe,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0128_forward_add_individual_some_trees.jpg
lively,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0128_forward_add_individual_some_trees.jpg
beautiful,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0128_forward_add_individual_some_trees.jpg
wealthy,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0128_forward_add_individual_some_trees.jpg
depressing,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg
boring,corr_location_0128_forward_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg,corr_location_0020_rear_add_individual_a_bridge.jpg
safe,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
lively,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
beautiful,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
wealthy,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0114_rear_add_individual_several_buildings.jpg
depressing,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg
boring,corr_location_0114_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg,corr_location_0042_rear_add_individual_some_trucks.jpg
safe,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
lively,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
beautiful,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
wealthy,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
depressing,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
boring,corr_location_0042_rear_add_individual_several_buildings.jpg,corr_location_0042_rear_add_individual_some_road_intersections.jpg,equal
safe,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_some_trees.jpg
lively,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0104_forward_add_individual_some_road_intersections.jpg
beautiful,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_some_trees.jpg
wealthy,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0104_forward_add_individual_some_road_intersections.jpg
depressing,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0104_forward_add_individual_some_road_intersections.jpg
boring,corr_location_0104_forward_add_individual_some_road_intersections.jpg,corr_location_0020_rear_add_individual_some_trees.jpg,corr_location_0020_rear_add_individual_some_trees.jpg
safe,corr_location_0066_left_add_individual_some_cars.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg
lively,corr_location_0066_left_add_individual_some_cars.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg,corr_location_0066_left_add_individual_some_cars.jpg
beautiful,corr_location_0066_left_add_individual_some_cars.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg
wealthy,corr_location_0066_left_add_individual_some_cars.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg,corr_location_0128_forward_add_individual_some_road_intersections.jpg
