record_type,benchmark,relation,condition,estimate,ci_low,ci_high,mean_r2,significant_share_p_lt_0_05,n,x_unit,y_unit,attempt_id,replicate,endpoint,x_plot,y_plot,beta,parameter,feature,metric
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R006,6.0,end,2.6057668914195107,5.240505511716588,-0.5468192364633305,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R007,7.0,start,0.0,6.384295074453688,-0.4167345084069225,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R007,7.0,end,2.6057668914195107,5.298382089934944,-0.4167345084069225,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R008,8.0,start,0.0,6.2782105396293435,-0.180363565918584,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R008,8.0,end,2.6057668914195107,5.808225131140336,-0.180363565918584,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R009,9.0,start,0.0,7.108030346768996,-0.5630562410870472,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R009,9.0,end,2.6057668914195107,5.640837035737246,-0.5630562410870472,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R010,10.0,start,0.0,7.0076471274645655,-0.6478926602124091,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R010,10.0,end,2.6057668914195107,5.319389884289359,-0.6478926602124091,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R011,11.0,start,0.0,6.770457002094034,-0.6189184804517409,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R011,11.0,end,2.6057668914195107,5.1576997172452135,-0.6189184804517409,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R012,12.0,start,0.0,6.923821751876644,-0.613165103777357,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R012,12.0,end,2.6057668914195107,5.326056425479799,-0.613165103777357,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R013,13.0,start,0.0,6.359038038943318,-0.3592720478116019,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R013,13.0,end,2.6057668914195107,5.422858831743358,-0.3592720478116019,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R014,14.0,start,0.0,6.8600330486007035,-0.5709041268829218,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R014,14.0,end,2.6057668914195107,5.372389976594422,-0.5709041268829218,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R015,15.0,start,0.0,6.4439069054738916,-0.4037219090215314,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R015,15.0,end,2.6057668914195107,5.3919017216049046,-0.4037219090215314,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R016,16.0,start,0.0,6.446349748998995,-0.4051818979765334,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R016,16.0,end,2.6057668914195107,5.390540174249226,-0.4051818979765334,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R017,17.0,start,0.0,6.3145566226901435,-0.3452592303005108,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R017,17.0,end,2.6057668914195107,5.414891551416089,-0.3452592303005108,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R018,18.0,start,0.0,6.8958817816708775,-0.4942792168196281,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R018,18.0,end,2.6057668914195107,5.607905363365525,-0.4942792168196281,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R019,19.0,start,0.0,6.612571199110074,-0.5210205754710228,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R019,19.0,end,2.6057668914195107,5.254913033799342,-0.5210205754710228,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R020,20.0,start,0.0,6.56134143204629,-0.3012877557971085,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R020,20.0,end,2.6057668914195107,5.776255773200098,-0.3012877557971085,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R021,21.0,start,0.0,6.578278040148938,-0.2972016163182481,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R021,21.0,end,2.6057668914195107,5.803839908270482,-0.2972016163182481,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R022,22.0,start,0.0,6.452134458513244,-0.4206010440596578,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R022,22.0,end,2.6057668914195107,5.35614618340611,-0.4206010440596578,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R023,23.0,start,0.0,6.350208207360085,-0.435152622096888,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R023,23.0,end,2.6057668914195107,5.216301911985629,-0.435152622096888,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R024,24.0,start,0.0,6.608366359871793,-0.5012472797367353,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R024,24.0,end,2.6057668914195107,5.302232793919714,-0.5012472797367353,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R025,25.0,start,0.0,6.323465702358737,-0.3319901064823809,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R025,25.0,end,2.6057668914195107,5.458376874608112,-0.3319901064823809,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R026,26.0,start,0.0,6.736191370590609,-0.5293742741620173,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R026,26.0,end,2.6057668914195107,5.356765413809989,-0.5293742741620173,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R027,27.0,start,0.0,6.946148971441731,-0.6973309432067045,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R027,27.0,end,2.6057668914195107,5.129067087271361,-0.6973309432067045,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R028,28.0,start,0.0,6.332452897428365,-0.3750674930980103,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R028,28.0,end,2.6057668914195107,5.3551144418658545,-0.3750674930980103,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R029,29.0,start,0.0,6.395858191187307,-0.4550854694212672,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R029,29.0,end,2.6057668914195107,5.2100115422032625,-0.4550854694212672,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R030,30.0,start,0.0,6.7232582200762065,-0.5412044670698994,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R030,30.0,end,2.6057668914195107,5.313005538297122,-0.5412044670698994,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R031,31.0,start,0.0,6.444881906567363,-0.4263963501048378,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R031,31.0,end,2.6057668914195107,5.333792414842055,-0.4263963501048378,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R032,32.0,start,0.0,7.191622326544708,-0.6380878586466727,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R032,32.0,end,2.6057668914195107,5.5289141106664355,-0.6380878586466727,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R033,33.0,start,0.0,6.492925254390244,-0.4518635493926736,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R033,33.0,end,2.6057668914195107,5.315474177943511,-0.4518635493926736,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R034,34.0,start,0.0,6.476394707772727,-0.4609961425802246,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R034,34.0,end,2.6057668914195107,5.275146222365069,-0.4609961425802246,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R035,35.0,start,0.0,6.691759030391605,-0.4039346869694323,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R035,35.0,end,2.6057668914195107,5.639199396790754,-0.4039346869694323,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R036,36.0,start,0.0,6.501460496614303,-0.4694920785583572,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R036,36.0,end,2.6057668914195107,5.2780735825232075,-0.4694920785583572,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R037,37.0,start,0.0,7.332670733816321,-0.6110858131538042,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R037,37.0,end,2.6057668914195107,5.740323554083968,-0.6110858131538042,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R038,38.0,start,0.0,6.81434027121404,-0.4779473977136144,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R038,38.0,end,2.6057668914195107,5.568920766411791,-0.4779473977136144,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R039,39.0,start,0.0,6.800576124499651,-0.5016803810992586,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R039,39.0,end,2.6057668914195107,5.493313997356481,-0.5016803810992586,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R040,40.0,start,0.0,6.74981052782244,-0.5432923168598752,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R040,40.0,end,2.6057668914195107,5.33411739618638,-0.5432923168598752,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R041,41.0,start,0.0,6.148841801146036,-0.2157540270924683,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R041,41.0,end,2.6057668914195107,5.586637100658053,-0.2157540270924683,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R042,42.0,start,0.0,6.423466715152523,-0.4786812287610371,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R042,42.0,end,2.6057668914195107,5.176135017703004,-0.4786812287610371,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R043,43.0,start,0.0,7.197334400144833,-0.6402227959976844,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R043,43.0,end,2.6057668914195107,5.529063035202039,-0.6402227959976844,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R044,44.0,start,0.0,6.848964696292799,-0.5001742352312087,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R044,44.0,end,2.6057668914195107,5.545627234186241,-0.5001742352312087,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R045,45.0,start,0.0,6.803256672085908,-0.572621459957125,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R045,45.0,end,2.6057668914195107,5.311138630413328,-0.572621459957125,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R046,46.0,start,0.0,6.546203966288039,-0.5038464365981815,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R046,46.0,end,2.6057668914195107,5.233297603440798,-0.5038464365981815,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R048,48.0,start,0.0,7.112968169781843,-0.7056259481764167,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R048,48.0,end,2.6057668914195107,5.274271436297237,-0.7056259481764167,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R049,49.0,start,0.0,6.59400362612864,-0.4929746901888845,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R049,49.0,end,2.6057668914195107,5.309426500126655,-0.4929746901888845,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R050,50.0,start,0.0,6.600827784155047,-0.3646205538257692,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R050,50.0,end,2.6057668914195107,5.650711617064813,-0.3646205538257692,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R051,51.0,start,0.0,6.5836702955904824,-0.3812744881681852,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R051,51.0,end,2.6057668914195107,5.590157857778906,-0.3812744881681852,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R052,52.0,start,0.0,6.499977022830924,-0.4549889207210327,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R052,52.0,end,2.6057668914195107,5.31438195725336,-0.4549889207210327,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R053,53.0,start,0.0,6.8712625368421865,-0.6041281413469165,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R053,53.0,end,2.6057668914195107,5.2970454279455845,-0.6041281413469165,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R054,54.0,start,0.0,6.338356099647701,-0.4182459805888256,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R054,54.0,end,2.6057668914195107,5.248504570960052,-0.4182459805888256,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R055,55.0,start,0.0,6.79922033706895,-0.6255292294832836,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R055,55.0,end,2.6057668914195107,5.169236981266252,-0.6255292294832836,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R056,56.0,start,0.0,6.940766879523982,-0.5605606110229382,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R056,56.0,end,2.6057668914195107,5.4800765986865185,-0.5605606110229382,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R057,57.0,start,0.0,6.9580287084315975,-0.6265023812565691,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R057,57.0,end,2.6057668914195107,5.325509545957746,-0.6265023812565691,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R058,58.0,start,0.0,6.610141607225686,-0.4330618578072401,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R058,58.0,end,2.6057668914195107,5.481683356214956,-0.4330618578072401,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R059,59.0,start,0.0,6.3623226402981246,-0.4847218590507004,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R059,59.0,end,2.6057668914195107,5.0992504684364945,-0.4847218590507004,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R060,60.0,start,0.0,6.7463134234756685,-0.5234372055441199,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R060,60.0,end,2.6057668914195107,5.382358083531652,-0.5234372055441199,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R061,61.0,start,0.0,6.693546644820525,-0.3137195490338386,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R061,61.0,end,2.6057668914195107,5.876066630757088,-0.3137195490338386,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R062,62.0,start,0.0,6.9683516843464295,-0.6734063465446769,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R062,62.0,end,2.6057668914195107,5.213611722048538,-0.6734063465446769,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R063,63.0,start,0.0,7.085194358890228,-0.6384731278418261,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R063,63.0,end,2.6057668914195107,5.421482221298941,-0.6384731278418261,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R064,64.0,start,0.0,6.516418678529042,-0.5106525560003541,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R064,64.0,end,2.6057668914195107,5.185777155084572,-0.5106525560003541,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R065,65.0,start,0.0,6.470787917233689,-0.4006461216103044,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R065,65.0,end,2.6057668914195107,5.426797518365923,-0.4006461216103044,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R066,66.0,start,0.0,6.686698369398729,-0.4691755117055024,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R066,66.0,end,2.6057668914195107,5.464136354731724,-0.4691755117055024,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R067,67.0,start,0.0,6.868908019831397,-0.5715260516749004,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R067,67.0,end,2.6057668914195107,5.379644356793225,-0.5715260516749004,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R068,68.0,start,0.0,6.252319648995503,-0.3357990155114098,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R068,68.0,end,2.6057668914195107,5.377305692204604,-0.3357990155114098,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R069,69.0,start,0.0,6.625270412609565,-0.3034491648870963,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R069,69.0,end,2.6057668914195107,5.83455262551787,-0.3034491648870963,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R070,70.0,start,0.0,6.607458409900482,-0.5634912263263538,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R070,70.0,end,2.6057668914195107,5.139131628733891,-0.5634912263263538,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R071,71.0,start,0.0,6.646600324715222,-0.4654984024640387,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R071,71.0,end,2.6057668914195107,5.433619999565756,-0.4654984024640387,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R072,72.0,start,0.0,6.574288165900529,-0.3886134147557272,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R072,72.0,end,2.6057668914195107,5.561652196168576,-0.3886134147557272,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R073,73.0,start,0.0,6.749013721665222,-0.5397030354539033,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R073,73.0,end,2.6057668914195107,5.34267342068083,-0.5397030354539033,,,
curve_endpoint,Urban Scaling,Zipf,BASE,,,,,,,log10(rank),log10(population),SCL-BPA2-BASE-R074,74.0,start,0.0,6.443369060920492,-0.4150803469954227,,,
