prompt_variant_id,setting_id,outcome,relation,population_direction,surface,answer_order,clean_margin,target_slope,target_plus1_effect,population_slope,registry_slope,random_1_slope,random_2_slope,random_3_slope,random_4_slope,random_5_slope
scaling_variant_0040,scaling_mechanism_setting_002,gdp,direct,down,surface_d,reverse,1.0000000298023224,0.5906250357627869,0.7343750149011612,0.0859375298023223,0.1093750149011612,0.0078124552965164,-0.0781250149011612,-0.0703125149011612,-0.0625000298023223,0.0859375149011612
scaling_variant_0041,scaling_mechanism_setting_002,gdp,inverse,up,surface_c,forward,-1.6718750149011612,-1.0218749821186066,-0.546875,-0.0937499776482582,-0.9921874403953552,-0.0546874776482582,-0.0390624925494194,-0.0156249850988388,0.1562500447034835,-0.0390624925494194
scaling_variant_0042,scaling_mechanism_setting_002,gdp,inverse,up,surface_c,reverse,2.5156251043081284,-0.706249973922968,-0.6406250149011612,-0.4296875279396772,-0.5390624441206455,-0.1562499031424522,0.0781249813735485,0.1953125223517418,0.3125000596046448,-0.1328124776482582
scaling_variant_0043,scaling_mechanism_setting_002,gdp,inverse,up,surface_d,forward,-2.140625089406967,-0.0468750149011611,0.0468750596046447,0.0390624031424522,-0.4218749403953552,-8.195638656616212e-08,-0.0390625745058059,0.0390625074505806,0.023437425494194,-0.1796874701976776
scaling_variant_0044,scaling_mechanism_setting_002,gdp,inverse,up,surface_d,reverse,-1.0156250298023224,-0.1968750178813934,-0.0937500298023223,-1.4901161193847656e-08,-0.3437500149011612,-0.0156250298023223,0.0703125149011612,0.0937500149011612,0.0859374701976776,-0.1718749552965164
scaling_variant_0045,scaling_mechanism_setting_002,gdp,inverse,down,surface_c,forward,-5.093750000931323,0.6624999255873263,0.6406250689178705,0.1562501033768057,-0.2187499541323632,0.0703124518040567,0.0234376448206603,-0.1484376206062734,-0.2343750698491931,0.0078124783467501
scaling_variant_0046,scaling_mechanism_setting_002,gdp,inverse,down,surface_c,reverse,-5.515625124331564,0.5218750342261045,0.4843753362074494,0.179687684867531,-0.2812499032588675,0.0390624827705323,0.0390625551808625,-0.093749911757186,-0.2343751046573743,0.0781248635612428
scaling_variant_0047,scaling_mechanism_setting_002,gdp,inverse,down,surface_d,forward,-2.640625044703484,0.784374952316284,0.7031249850988388,0.1093749776482582,-0.1953125447034835,0.0156249701976776,-0.0234374590218067,-0.1015625149011612,-0.1874999292194843,0.0312499850988388
scaling_variant_0048,scaling_mechanism_setting_002,gdp,inverse,down,surface_d,reverse,-2.921874899417162,0.578124924749136,0.5156248025596142,0.1015624161809682,-0.0937500223517417,0.0234375093132257,-0.0156250279396772,-0.0546875316649675,-0.1328125596046447,0.0781250186264514
scaling_variant_0049,scaling_mechanism_setting_002,road,direct,up,surface_c,forward,-3.5781249552965164,0.4249999746680259,0.4374999329447746,-0.1406249739229679,0.4921873826533556,-0.0546874888241291,-0.0312499590218067,0.2890625670552254,0.1640625819563865,-0.0625000372529029
scaling_variant_0050,scaling_mechanism_setting_002,road,direct,up,surface_c,reverse,-4.671874985098839,0.1062500327825546,0.1093751322478056,-0.1796876862645149,0.3203124334104359,-0.0624997988343238,-0.0859374646097421,0.156250131316483,0.1718749413266778,-0.1250000298023224
scaling_variant_0051,scaling_mechanism_setting_002,road,direct,up,surface_d,forward,-0.453125,0.299999976158142,0.21875,0.0156250298023223,0.2109375,0.0078125298023223,-0.0624999701976776,0.0859375,0.0312499701976776,-0.1171875
scaling_variant_0052,scaling_mechanism_setting_002,road,direct,up,surface_d,reverse,-1.3437499403953552,0.1437499791383743,0.0468748807907104,-0.0078124701976776,0.1406250298023224,-0.0156250149011611,-0.0312500149011611,0.0859374552965164,0.0312500149011611,-0.1406250074505806
scaling_variant_0053,scaling_mechanism_setting_002,road,direct,down,surface_c,forward,-0.53125,0.4781249880790711,0.671875,0.1093750298023223,0.0703125,0.0,0.0390624403953552,-0.0234375298023223,-0.0703125,0.0859375
scaling_variant_0054,scaling_mechanism_setting_002,road,direct,down,surface_c,reverse,0.328125,0.606250011920929,0.7968750298023224,0.171875,0.1328124701976776,0.0078125,-0.015625,-0.0546875,-0.1328125,0.109375
scaling_variant_0055,scaling_mechanism_setting_002,road,direct,down,surface_d,forward,-0.109375,0.54375,0.734375,0.0703125,0.0625,0.0078125,0.015625,-0.046875,-0.0546875,0.078125
scaling_variant_0056,scaling_mechanism_setting_002,road,direct,down,surface_d,reverse,0.5624999403953552,0.6468749701976775,0.8281250149011612,0.1093749701976776,0.1484375298023224,0.0,-0.0546875596046447,-0.0624999701976776,-0.0546875149011611,0.1015625298023223
scaling_variant_0057,scaling_mechanism_setting_002,road,inverse,up,surface_c,forward,-0.9843749701976776,-0.7281249821186065,-0.3906249850988388,-0.09375,-0.5,-0.0546875149011611,-0.0703124701976776,1.4901161193847656e-08,0.0781250298023223,-0.0781250149011612
scaling_variant_0058,scaling_mechanism_setting_002,road,inverse,up,surface_c,reverse,2.1562500298023224,-0.6562500268220902,-0.5312500149011612,-0.3515624403953552,-0.2499999664723873,-0.1171874962747097,0.0312500149011611,0.1640624701976776,0.2499999925494194,-0.1562499925494194
scaling_variant_0059,scaling_mechanism_setting_002,road,inverse,up,surface_d,forward,-2.6875000074505806,-0.1562499761581421,-0.015624962747097,0.0234374441206455,-0.4999999534338712,0.0156249552965164,-0.1093750223517417,0.0156249850988388,0.0390624180436134,-0.1796875335276127
scaling_variant_0060,scaling_mechanism_setting_002,road,inverse,up,surface_d,reverse,-1.5312500596046448,-0.2968749940395355,-0.1249999105930328,-0.0390624850988388,-0.4218750223517418,0.0156249776482582,0.0156249776482582,0.0859374701976776,0.0859375372529029,-0.1796875
scaling_variant_0061,scaling_mechanism_setting_002,road,inverse,down,surface_c,forward,-4.718749838881195,0.6468751003034412,0.6250000717118382,0.1796874639112502,-0.2968750346917659,0.0937497885897755,0.0312499445863068,-0.1250001541338861,-0.2187499245628714,0.0468749841675162
scaling_variant_0062,scaling_mechanism_setting_002,road,inverse,down,surface_c,reverse,-5.437500091735274,0.5187499666120856,0.4999999511055648,0.1953123655403033,-0.3203125308500603,0.0546876899898052,0.0625001434236764,-0.0859375994186848,-0.2421875150175765,0.0546876217704266
scaling_variant_0063,scaling_mechanism_setting_002,road,inverse,down,surface_d,forward,-1.7812500149011612,0.9312499821186064,0.8124999850988388,0.15625,-0.0859374701976776,0.039062462747097,-0.0156250074505805,-0.0703124850988388,-0.1718749403953552,0.0234375372529029
scaling_variant_0064,scaling_mechanism_setting_002,road,inverse,down,surface_d,reverse,-2.343750111758709,0.7843750551342965,0.7187501415610313,0.1718749552965164,-0.0468749552965164,0.0390624664723873,-0.0156250484287738,-0.0546874925494194,-0.1406249664723873,0.0703125149011612
scaling_variant_0065,scaling_mechanism_setting_003,gdp,direct,up,surface_c,forward,-4.906249821186066,0.053124951198697,0.0156246628612279,-0.1328124860301613,0.4687499571591615,-0.0546875055879354,-0.0078125074505805,0.2500000596046448,0.1953125800937414,-0.0703125400468707
scaling_variant_0066,scaling_mechanism_setting_003,gdp,direct,up,surface_c,reverse,-4.937500193715096,0.0187500918284058,-0.0156247531995177,-0.1484374636784196,0.2968749366700649,5.8207660913467414e-08,-0.0781249143183231,0.1250000302679836,0.1640626187436282,-0.1249998826533556
scaling_variant_0067,scaling_mechanism_setting_003,gdp,direct,up,surface_d,forward,-4.750000101514161,-0.2500000327825546,-0.3124997839331627,-0.0859374143183231,0.5546873684506863,-0.0390625623986125,-0.0390625903382897,0.1718748831190168,0.1874999892897904,-0.062499959487468
scaling_variant_0068,scaling_mechanism_setting_003,gdp,direct,up,surface_d,reverse,-4.81249990221113,-0.2906250163912773,-0.3593751001171767,-0.078124962747097,0.4765623966231942,-0.0546876159496605,-0.0781248402781784,0.109375026077032,0.1484374203719198,-0.1328124408610165
scaling_variant_0069,scaling_mechanism_setting_003,gdp,direct,down,surface_c,forward,-1.875000074505806,0.1531249910593032,0.3281250745058059,0.0078125149011611,0.3593750521540642,-0.0390624105930328,0.062499925494194,-0.0156249180436134,-0.0859374329447746,0.140624962747097
scaling_variant_0070,scaling_mechanism_setting_003,gdp,direct,down,surface_c,reverse,-1.015625,0.24375,0.4062500596046448,0.0937500149011612,0.4062499403953552,-0.0390625149011611,-0.0546875447034835,-0.0312499850988388,-0.1328125,0.1484374701976776
scaling_variant_0071,scaling_mechanism_setting_003,gdp,direct,down,surface_d,forward,-0.125,0.371875,0.546875,0.0234375,0.046875,0.0078125,0.015625,-0.0390625,-0.046875,0.0703125
scaling_variant_0072,scaling_mechanism_setting_003,gdp,direct,down,surface_d,reverse,0.6093749701976776,0.4875000119209289,0.6250000596046448,0.0703124701976776,0.1249999701976776,0.0156250298023223,-0.0624999552965164,-0.0703125298023223,-0.0625,0.0859374850988388
scaling_variant_0073,scaling_mechanism_setting_003,gdp,inverse,up,surface_c,forward,-0.7343750298023224,-1.1406250298023222,-0.7187500149011612,-0.125,-0.8906250149011612,-0.0625000298023223,-0.0234374701976776,0.0234374850988388,0.1171875298023223,-0.0234374850988388
scaling_variant_0074,scaling_mechanism_setting_003,gdp,inverse,up,surface_c,reverse,2.9687499403953552,-0.5874999314546585,-0.5624998733401299,-0.3984374608844518,-0.3828126024454832,-0.1250000614672899,0.0625000745058059,0.1718750409781932,0.2968750260770321,-0.1328125335276127
scaling_variant_0075,scaling_mechanism_setting_003,gdp,inverse,up,surface_d,forward,-1.5000000298023224,-0.0937500149011612,0.0156250298023223,0.0156249925494194,-0.3046874776482582,-0.0234375149011611,-0.0390625372529029,0.0390625,0.0312499701976776,-0.1484374850988388
scaling_variant_0076,scaling_mechanism_setting_003,gdp,inverse,up,surface_d,reverse,-0.234375,-0.278125,-0.140625,-0.03125,-0.2265625,-0.0390625,0.0625,0.09375,0.109375,-0.140625
scaling_variant_0077,scaling_mechanism_setting_003,gdp,inverse,down,surface_c,forward,-4.421875018626452,0.6124999368563294,0.5781250186264515,0.1328125270083546,-0.1875000651925802,0.0624999171122908,0.0312501494772732,-0.1406251201406121,-0.2187500009313225,0.0078123840503394
scaling_variant_0078,scaling_mechanism_setting_003,gdp,inverse,down,surface_c,reverse,-4.859374826774001,0.4812500689178705,0.4531250279396772,0.1640624091960489,-0.1875000779982656,0.0234373975545167,0.0390624976716935,-0.1093749336432665,-0.2109374720603227,0.0703123956918716
scaling_variant_0079,scaling_mechanism_setting_003,gdp,inverse,down,surface_d,forward,-1.9999998807907104,0.756249997019768,0.6406248509883881,0.1093749478459358,-0.1093749105930328,0.0156250149011611,-0.0156250521540641,-0.1015625298023223,-0.1406250596046447,0.0234375521540641
scaling_variant_0080,scaling_mechanism_setting_003,gdp,inverse,down,surface_d,reverse,-2.4375000074505806,0.5531249716877937,0.4843749925494194,0.1015625596046447,-0.0390624813735485,0.0078124776482582,-0.0234375819563865,-0.0624999292194843,-0.1328125409781932,0.0546875186264514
scaling_variant_0081,scaling_mechanism_setting_003,road,direct,up,surface_c,forward,-2.3437501192092896,0.4062500447034836,0.3906252086162567,-0.0859374813735485,0.4843749590218067,-0.0781249739229679,-0.0390625968575477,0.2421875111758709,0.0937499850988388,-0.0546875409781932
scaling_variant_0082,scaling_mechanism_setting_003,road,direct,up,surface_c,reverse,-3.8593749534338713,0.1187500525265932,0.1093750074505806,-0.1406251275911927,0.3046874683350324,-0.0546873928979039,-0.0703125204890966,0.1406249664723873,0.1562499841675162,-0.1093749422580003
scaling_variant_0083,scaling_mechanism_setting_003,road,direct,up,surface_d,forward,-0.09375,0.234375,0.171875,0.0,0.140625,-0.0078125,-0.0546875,0.0546875,0.0234375,-0.109375
scaling_variant_0084,scaling_mechanism_setting_003,road,direct,up,surface_d,reverse,-0.9375,0.0968750238418579,5.960464477539064e-08,0.0,0.078125,-0.0156249850988388,-0.0078125,0.0546875149011611,0.0234375298023223,-0.1249999701976776
scaling_variant_0085,scaling_mechanism_setting_003,road,direct,down,surface_c,forward,-0.9374999701976776,0.3749999940395355,0.5468749701976776,0.0781249850988388,0.1562500298023224,0.03125,0.0468750149011611,-0.0078124850988388,-0.0546875298023223,0.1093749701976776
scaling_variant_0086,scaling_mechanism_setting_003,road,direct,down,surface_c,reverse,-0.25,0.4343749999999999,0.609375,0.125,0.1875,0.0,-0.0078125,-0.046875,-0.09375,0.1171875
scaling_variant_0087,scaling_mechanism_setting_003,road,direct,down,surface_d,forward,-0.375,0.3375000119209289,0.484375,0.0390625,0.0703125,0.0,0.0390625,-0.046875,-0.046875,0.078125
scaling_variant_0088,scaling_mechanism_setting_003,road,direct,down,surface_d,reverse,0.140625,0.4625,0.640625,0.0859375,0.15625,-0.0078125,-0.0390625,-0.0546875,-0.046875,0.1015625
scaling_variant_0089,scaling_mechanism_setting_003,road,inverse,up,surface_c,forward,-0.375,-0.8187500119209289,-0.4843749701976776,-0.1171875,-0.3828125298023224,-0.0703125,-0.03125,-0.0078125,0.0546875,-0.0859374850988388
scaling_variant_0090,scaling_mechanism_setting_003,road,inverse,up,surface_c,reverse,2.406249985098839,-0.5468750640749931,-0.4531249701976776,-0.3359374739229679,-0.1796875931322574,-0.1015625223517417,0.0312500670552253,0.1562499813735485,0.2421875521540641,-0.1328124813735485
scaling_variant_0091,scaling_mechanism_setting_003,road,inverse,up,surface_d,forward,-2.1874999701976776,-0.1906250685453415,-0.0625000894069671,-7.450580596923828e-09,-0.4062499552965164,0.0078125968575477,-0.0937500558793544,0.0234375223517417,0.0468750745058059,-0.1562500074505806
scaling_variant_0092,scaling_mechanism_setting_003,road,inverse,up,surface_d,reverse,-1.0781249701976776,-0.3093750178813935,-0.1718750596046447,-0.0546875,-0.3124999850988388,0.0078125149011611,0.0156249850988388,0.0625,0.0781250298023223,-0.1484375
scaling_variant_0093,scaling_mechanism_setting_003,road,inverse,down,surface_c,forward,-4.015625128522515,0.6468749584630132,0.6250000838190317,0.1796876019798219,-0.2265624310821294,0.085937543772161,0.0078124571591615,-0.1249998714774847,-0.1953124655410647,0.0390626192092895
scaling_variant_0094,scaling_mechanism_setting_003,road,inverse,down,surface_c,reverse,-4.640625048428774,0.4656249523162841,0.4531248304992914,0.1796875493600964,-0.2421874944120645,0.0468749711290001,0.0390626494772732,-0.0859375488944351,-0.2187497932463884,0.0703125325962901
scaling_variant_0095,scaling_mechanism_setting_003,road,inverse,down,surface_d,forward,-1.0156250298023224,0.821875014901161,0.6562500298023224,0.1093749850988388,0.0,0.0390625149011611,-1.4901161193847656e-08,-0.0703125298023223,-0.1328124701976776,0.0390625149011611
scaling_variant_0096,scaling_mechanism_setting_003,road,inverse,down,surface_d,reverse,-1.7031249850988388,0.7312499731779099,0.624999925494194,0.1562499552965164,0.0078124850988388,0.0234375298023223,-0.0078125149011611,-0.0546875298023223,-0.1328124850988388,0.0781250074505806
scaling_variant_0097,scaling_mechanism_setting_004,gdp,direct,up,surface_c,forward,-5.531250014901161,0.074999976158142,0.1093751415610313,-0.1484376490116119,0.5546875298023224,-0.0546873919665813,-0.0078124590218067,0.2812499552965164,0.2265626117587089,-0.0937499813735485
scaling_variant_0098,scaling_mechanism_setting_004,gdp,direct,up,surface_c,reverse,-5.453124940395355,0.0499999167397618,0.0312497690320014,-0.148437668569386,0.3593750023283064,-0.0312499487772583,-0.0859374040737748,0.1328125726431608,0.1874998994171619,-0.1328124506399035
scaling_variant_0099,scaling_mechanism_setting_004,gdp,direct,up,surface_d,forward,-5.171874896623194,-0.2593749918043612,-0.3281251629814505,-0.0781250181607902,0.6249998894054443,-0.062500134576112,-0.0312499827705323,0.1875000237487256,0.1875000651925802,-0.0546875423751771
scaling_variant_0100,scaling_mechanism_setting_004,gdp,direct,up,surface_d,reverse,-5.312499878462404,-0.3093749409541487,-0.3906253506429493,-0.0859375370200723,0.5703125937143341,-0.0546875742729753,-0.0937500083819031,0.1171875630971044,0.1562499571591615,-0.1406251303851604
scaling_variant_0101,scaling_mechanism_setting_004,gdp,direct,down,surface_c,forward,-1.4843749701976776,0.1687499821186065,0.3593749403953552,0.03125,0.3593750149011612,-0.0546874850988388,0.015625,-0.0468749850988388,-0.0781250149011612,0.1484374850988388
scaling_variant_0102,scaling_mechanism_setting_004,gdp,direct,down,surface_c,reverse,-0.59375,0.299999988079071,0.5,0.0937499701976776,0.3906249701976776,-0.0312500298023223,-0.0781249403953552,-0.0312499701976776,-0.1328124701976776,0.1562499701976776
scaling_variant_0103,scaling_mechanism_setting_004,gdp,direct,down,surface_d,forward,0.140625,0.4906249880790709,0.7031249701976776,0.0078125,0.0546875,0.0,-0.015625,-0.046875,-0.046875,0.0703125
scaling_variant_0104,scaling_mechanism_setting_004,gdp,direct,down,surface_d,reverse,0.96875,0.559374976158142,0.734375,0.0781250447034835,0.1015625447034835,4.4703483581542975e-08,-0.0781250447034835,-0.0703124701976776,-0.0546875149011611,0.0937499701976776
scaling_variant_0105,scaling_mechanism_setting_004,gdp,inverse,up,surface_c,forward,-1.9531250894069672,-0.9937500044703488,-0.4999998733401298,-0.1015624329447746,-1.109375011175871,-0.0546874850988388,-0.0390624180436134,-8.195638656616212e-08,0.1406249962747097,-0.0468749403953552
scaling_variant_0106,scaling_mechanism_setting_004,gdp,inverse,up,surface_c,reverse,2.4531249552965164,-0.6906249493360519,-0.6249999403953552,-0.4140625931322574,-0.5546874534338713,-0.15625,0.1015624776482582,0.1640625074505806,0.3124999962747097,-0.1328125037252903
