generation_id,prompt_condition,row_number,fictional_metropolitan_area,population_people,public_road_lane_miles,gross_metropolitan_product_billion_2006_usd
source_matched_baseline_067,Baseline prompt,89,Snowglade,785431.0,27894.0,42.8
source_matched_baseline_067,Baseline prompt,90,Birchvalley,923456.0,35672.0,50.7
source_matched_baseline_067,Baseline prompt,91,Pinebrush,456789.0,18541.0,23.9
source_matched_baseline_067,Baseline prompt,92,Seahollow,1324567.0,47952.0,78.6
source_matched_baseline_067,Baseline prompt,93,Cedarwood,876543.0,26789.0,38.4
source_matched_baseline_067,Baseline prompt,94,Mistmeadow,1289754.0,54893.0,75.9
source_matched_baseline_067,Baseline prompt,95,Rivershade,745289.0,21834.0,34.3
source_matched_baseline_067,Baseline prompt,96,Goldenmeadow,1934567.0,62134.0,131.6
source_matched_baseline_067,Baseline prompt,97,Meadowgold,983245.0,32546.0,48.7
source_matched_baseline_067,Baseline prompt,98,Forestshade,842356.0,21478.0,37.6
source_matched_baseline_067,Baseline prompt,99,Palmbrook,1245678.0,49872.0,70.8
source_matched_baseline_067,Baseline prompt,100,Mountmist,674893.0,16547.0,22.9
source_matched_baseline_067,Baseline prompt,101,Hollowboro,1434567.0,43567.0,81.7
source_matched_blueprint_067,Blueprint prompt,1,Emeraldbrook,17850000.0,240000.0,950.0
source_matched_blueprint_067,Blueprint prompt,2,Sunvalis,13420000.0,210400.0,680.0
source_matched_blueprint_067,Blueprint prompt,3,Mapleridge,9400000.0,156700.0,490.0
source_matched_blueprint_067,Blueprint prompt,4,Lakeridge Heights,7550000.0,129300.0,380.0
source_matched_blueprint_067,Blueprint prompt,5,Silverthorn,6750000.0,118200.0,340.0
source_matched_blueprint_067,Blueprint prompt,6,Redwillow,5800000.0,94500.0,290.0
source_matched_blueprint_067,Blueprint prompt,7,Pineharbor,4800000.0,86000.0,215.0
source_matched_blueprint_067,Blueprint prompt,8,Goldenridge,4050000.0,73500.0,190.0
source_matched_blueprint_067,Blueprint prompt,9,Clearfalls,3500000.0,66000.0,160.0
source_matched_blueprint_067,Blueprint prompt,10,Duneshire,3150000.0,59000.0,145.0
source_matched_blueprint_067,Blueprint prompt,11,Meadowfort,2800000.0,52500.0,125.0
source_matched_blueprint_067,Blueprint prompt,12,Willowstead,2450000.0,48500.0,110.0
source_matched_blueprint_067,Blueprint prompt,13,Shadowcroft,2200000.0,45000.0,105.0
source_matched_blueprint_067,Blueprint prompt,14,Stoneport,2000000.0,42000.0,98.0
source_matched_blueprint_067,Blueprint prompt,15,Tanglewood,1850000.0,38000.0,92.0
source_matched_blueprint_067,Blueprint prompt,16,Cloudmere,1700000.0,36000.0,85.0
source_matched_blueprint_067,Blueprint prompt,17,Brookstead,1550000.0,34000.0,76.0
source_matched_blueprint_067,Blueprint prompt,18,Ivyford,1450000.0,31000.0,72.0
source_matched_blueprint_067,Blueprint prompt,19,Ravenbluff,1380000.0,29500.0,66.0
source_matched_blueprint_067,Blueprint prompt,20,Foxhaven,1300000.0,28000.0,63.0
source_matched_blueprint_067,Blueprint prompt,21,Jadestone,1220000.0,27000.0,58.0
source_matched_blueprint_067,Blueprint prompt,22,Amberpeak,1140000.0,25500.0,54.0
source_matched_blueprint_067,Blueprint prompt,23,Wintervale,1080000.0,24000.0,52.0
source_matched_blueprint_067,Blueprint prompt,24,Thistlefront,1020000.0,23000.0,48.0
source_matched_blueprint_067,Blueprint prompt,25,Cedarfield,960000.0,21800.0,45.0
source_matched_blueprint_067,Blueprint prompt,26,Ironwood,905000.0,20500.0,43.0
source_matched_blueprint_067,Blueprint prompt,27,Silverglen,850000.0,19800.0,40.0
source_matched_blueprint_067,Blueprint prompt,28,Boulderridge,795000.0,18200.0,37.0
source_matched_blueprint_067,Blueprint prompt,29,Elmreach,750000.0,17400.0,35.0
source_matched_blueprint_067,Blueprint prompt,30,Sunshadow,720000.0,16500.0,34.0
source_matched_blueprint_067,Blueprint prompt,31,Swiftford,690000.0,15800.0,33.0
source_matched_blueprint_067,Blueprint prompt,32,Lakeshore,660000.0,15200.0,31.0
source_matched_blueprint_067,Blueprint prompt,33,Oakmont,628000.0,14600.0,28.0
source_matched_blueprint_067,Blueprint prompt,34,Hearthwick,605000.0,13800.0,27.0
source_matched_blueprint_067,Blueprint prompt,35,Aspengate,580000.0,13200.0,25.0
source_matched_blueprint_067,Blueprint prompt,36,Ferncliffe,550000.0,12500.0,24.0
source_matched_blueprint_067,Blueprint prompt,37,Gladehill,520000.0,11800.0,23.0
source_matched_blueprint_067,Blueprint prompt,38,Copperbrook,490000.0,11250.0,22.0
source_matched_blueprint_067,Blueprint prompt,39,Stonestead,460000.0,10800.0,21.0
source_matched_blueprint_067,Blueprint prompt,40,Blueridge,440000.0,10300.0,19.0
source_matched_blueprint_067,Blueprint prompt,41,Goldenbluff,425000.0,9950.0,18.0
source_matched_blueprint_067,Blueprint prompt,42,Autumnvale,398000.0,9200.0,17.0
source_matched_blueprint_067,Blueprint prompt,43,Havenwood,372000.0,8850.0,16.0
source_matched_blueprint_067,Blueprint prompt,44,Crimsonfall,350000.0,8400.0,16.0
source_matched_blueprint_067,Blueprint prompt,45,Briarvine,340000.0,7900.0,15.0
source_matched_blueprint_067,Blueprint prompt,46,Frostpine,315000.0,7500.0,14.0
source_matched_blueprint_067,Blueprint prompt,47,Shadowoak,290000.0,6800.0,13.0
source_matched_blueprint_067,Blueprint prompt,48,Greenforge,265000.0,6200.0,12.0
source_matched_blueprint_067,Blueprint prompt,49,Brightford,250000.0,5800.0,12.0
source_matched_blueprint_067,Blueprint prompt,50,Riverpine,230000.0,5400.0,11.0
source_matched_blueprint_067,Blueprint prompt,51,Wolfsden,215000.0,5000.0,10.0
source_matched_blueprint_067,Blueprint prompt,52,Whispering Plains,208000.0,4750.0,10.0
source_matched_blueprint_067,Blueprint prompt,53,Blackstone,198000.0,4520.0,9.0
source_matched_blueprint_067,Blueprint prompt,54,Crystalbrook,185000.0,4250.0,9.0
source_matched_blueprint_067,Blueprint prompt,55,Eaglemere,171000.0,3900.0,8.0
source_matched_blueprint_067,Blueprint prompt,56,Hollowfern,160000.0,3580.0,7.0
source_matched_blueprint_067,Blueprint prompt,57,Bayspire,148000.0,3300.0,7.0
source_matched_blueprint_067,Blueprint prompt,58,Starwillow,135000.0,3020.0,6.0
source_matched_blueprint_067,Blueprint prompt,59,Fallowcliff,128000.0,2850.0,6.0
source_matched_blueprint_067,Blueprint prompt,60,Mistwood,122000.0,2700.0,5.5
source_matched_blueprint_067,Blueprint prompt,61,Glenharbor,116000.0,2560.0,5.2
source_matched_blueprint_067,Blueprint prompt,62,Dewhaven,108000.0,2400.0,5.0
source_matched_blueprint_067,Blueprint prompt,63,Cloudpeak,101000.0,2300.0,4.8
source_matched_blueprint_067,Blueprint prompt,64,Fernstone,98000.0,2150.0,4.5
source_matched_blueprint_067,Blueprint prompt,65,Swiftglen,91000.0,2000.0,4.3
source_matched_blueprint_067,Blueprint prompt,66,Oakenhill,86000.0,1850.0,4.0
source_matched_blueprint_067,Blueprint prompt,67,Birchtide,82500.0,1730.0,3.8
source_matched_blueprint_067,Blueprint prompt,68,Wildgrove,79000.0,1600.0,3.7
source_matched_blueprint_067,Blueprint prompt,69,Heathriver,75000.0,1500.0,3.5
source_matched_blueprint_067,Blueprint prompt,70,Sparkwood,71500.0,1420.0,3.3
source_matched_blueprint_067,Blueprint prompt,71,Wolfpine,68500.0,1350.0,3.2
source_matched_blueprint_067,Blueprint prompt,72,Amberwood,65000.0,1280.0,3.0
source_matched_blueprint_067,Blueprint prompt,73,Lavender Cove,62500.0,1210.0,2.8
source_matched_blueprint_067,Blueprint prompt,74,Granite Lake,61000.0,1160.0,2.7
source_matched_blueprint_067,Blueprint prompt,75,Meadowwind,57000.0,1080.0,2.5
source_matched_blueprint_067,Blueprint prompt,76,Ironvale,54000.0,1000.0,2.4
source_matched_blueprint_067,Blueprint prompt,77,Oakbend,51500.0,950.0,2.2
source_matched_blueprint_067,Blueprint prompt,78,Autumngate,50000.0,900.0,2.1
source_matched_blueprint_067,Blueprint prompt,79,Rivermist,48500.0,870.0,2.0
source_matched_blueprint_067,Blueprint prompt,80,Whitetimber,47000.0,820.0,1.9
source_matched_blueprint_067,Blueprint prompt,81,Frosthaven,45500.0,780.0,1.8
source_matched_blueprint_067,Blueprint prompt,82,Twilight Hollow,44000.0,740.0,1.7
source_matched_blueprint_067,Blueprint prompt,83,Grayfort,42000.0,700.0,1.6
source_matched_blueprint_067,Blueprint prompt,84,Rockharbor,40000.0,660.0,1.5
source_matched_blueprint_067,Blueprint prompt,85,Willowhedge,38500.0,620.0,1.4
source_matched_blueprint_067,Blueprint prompt,86,Silverfox Cove,36000.0,580.0,1.3
source_matched_blueprint_067,Blueprint prompt,87,Duskwood,34500.0,550.0,1.2
source_matched_blueprint_067,Blueprint prompt,88,Greenhearth,33000.0,510.0,1.1
source_matched_baseline_056,Baseline prompt,1,Arborhaven,1245800.0,9234.0,54.2
source_matched_baseline_056,Baseline prompt,2,Brookmoor,3204500.0,20319.0,126.8
source_matched_baseline_056,Baseline prompt,3,Clearvale,789100.0,5789.0,27.3
source_matched_baseline_056,Baseline prompt,4,Duneshire,1454000.0,10890.0,62.5
source_matched_baseline_056,Baseline prompt,5,Eastminster,2673000.0,17325.0,102.3
source_matched_baseline_056,Baseline prompt,6,Fairwyn,1823500.0,12987.0,76.4
source_matched_baseline_056,Baseline prompt,7,Glenhaven,540200.0,3849.0,19.8
source_matched_baseline_056,Baseline prompt,8,Highmere,3718000.0,24672.0,147.2
source_matched_baseline_056,Baseline prompt,9,Ironbridge,2137500.0,15280.0,89.6
source_matched_baseline_056,Baseline prompt,10,Jasperton,905600.0,6731.0,31.4
source_matched_baseline_056,Baseline prompt,11,Kingsbarrow,1984500.0,14102.0,82.5
source_matched_baseline_056,Baseline prompt,12,Lakemont,1107800.0,7943.0,40.8
source_matched_baseline_056,Baseline prompt,13,Meadowcrest,1564200.0,11276.0,65.1
source_matched_baseline_056,Baseline prompt,14,Northwind,2349800.0,16852.0,92.4
source_matched_baseline_056,Baseline prompt,15,Oakshade,458900.0,3214.0,16.2
source_matched_baseline_056,Baseline prompt,16,Pinehill,702400.0,4567.0,24.3
source_matched_baseline_056,Baseline prompt,17,Quailbrook,875100.0,6330.0,29.5
source_matched_baseline_056,Baseline prompt,18,Ravensgate,1327500.0,9451.0,53.6
source_matched_baseline_056,Baseline prompt,19,Silvermead,495600.0,3560.0,17.4
source_matched_baseline_056,Baseline prompt,20,Timberfell,1080000.0,7587.0,39.6
source_matched_baseline_056,Baseline prompt,21,Umberlake,1743800.0,12356.0,71.3
source_matched_baseline_056,Baseline prompt,22,Valewood,829100.0,5832.0,27.9
source_matched_baseline_056,Baseline prompt,23,Westfield,1989000.0,14140.0,83.1
source_matched_baseline_056,Baseline prompt,24,Yorkhaven,2564300.0,18672.0,98.7
source_matched_baseline_056,Baseline prompt,25,Zenithport,1457600.0,10684.0,59.2
source_matched_baseline_056,Baseline prompt,26,Ashbourne,614700.0,4325.0,22.4
source_matched_baseline_056,Baseline prompt,27,Brightmarch,930200.0,6803.0,32.7
source_matched_baseline_056,Baseline prompt,28,Cedarpoint,2538000.0,18621.0,97.4
source_matched_baseline_056,Baseline prompt,29,Duskforge,1912000.0,13682.0,79.8
source_matched_baseline_056,Baseline prompt,30,Everglen,1047000.0,7330.0,38.5
source_matched_baseline_056,Baseline prompt,31,Falconridge,1623900.0,11750.0,68.2
source_matched_baseline_056,Baseline prompt,32,Granitebend,492350.0,3531.0,16.7
source_matched_baseline_056,Baseline prompt,33,Hazelhurst,740200.0,5084.0,26.5
source_matched_baseline_056,Baseline prompt,34,Invermere,1304800.0,9276.0,52.3
source_matched_baseline_056,Baseline prompt,35,Juniperfall,1869500.0,13408.0,78.4
source_matched_baseline_056,Baseline prompt,36,Kestrelvale,2846300.0,19837.0,110.9
source_matched_baseline_056,Baseline prompt,37,Laurelstead,798400.0,5619.0,26.8
source_matched_baseline_056,Baseline prompt,38,Mirewood,572800.0,4087.0,20.3
source_matched_baseline_056,Baseline prompt,39,Northpine,932100.0,6824.0,33.1
source_matched_baseline_056,Baseline prompt,40,Orchardmere,1289400.0,9165.0,51.7
source_matched_baseline_056,Baseline prompt,41,Perchmont,2113700.0,15074.0,88.7
source_matched_baseline_056,Baseline prompt,42,Quarrybrook,1642300.0,11866.0,69.0
source_matched_baseline_056,Baseline prompt,43,Riverspire,734800.0,5040.0,25.9
source_matched_baseline_056,Baseline prompt,44,Sableport,429600.0,3124.0,15.7
source_matched_baseline_056,Baseline prompt,45,Tanglewood,1554800.0,11211.0,64.5
source_matched_baseline_056,Baseline prompt,46,Umbravine,2876500.0,20014.0,112.1
source_matched_baseline_056,Baseline prompt,47,Violetshade,627400.0,4402.0,22.9
source_matched_baseline_056,Baseline prompt,48,Willowfen,1017800.0,7108.0,37.1
source_matched_baseline_056,Baseline prompt,49,Ambercove,2489300.0,18164.0,94.3
source_matched_baseline_056,Baseline prompt,50,Birchrun,1698700.0,12238.0,71.5
source_matched_baseline_056,Baseline prompt,51,Cindersage,340600.0,2471.0,12.4
source_matched_baseline_056,Baseline prompt,52,Dragonspire,621800.0,4361.0,22.6
source_matched_baseline_056,Baseline prompt,53,Eldergrove,1645900.0,11893.0,69.3
source_matched_baseline_056,Baseline prompt,54,Frostmere,1374300.0,9914.0,57.9
source_matched_baseline_056,Baseline prompt,55,Glacierport,2130000.0,15123.0,89.2
source_matched_baseline_056,Baseline prompt,56,Havenmore,534800.0,3755.0,19.3
source_matched_baseline_056,Baseline prompt,57,Ivymoor,831400.0,5855.0,28.3
source_matched_baseline_056,Baseline prompt,58,Jadepoint,1486700.0,10789.0,60.0
source_matched_baseline_056,Baseline prompt,59,Lakeshore,1984000.0,14074.0,83.5
source_matched_baseline_056,Baseline prompt,60,Mapleward,1729500.0,12456.0,72.6
source_matched_baseline_056,Baseline prompt,61,Nimbusfall,462000.0,3245.0,16.9
source_matched_baseline_056,Baseline prompt,62,Oakenridge,1025800.0,7149.0,37.5
source_matched_baseline_056,Baseline prompt,63,Prairiehaven,2253400.0,15988.0,93.5
source_matched_baseline_056,Baseline prompt,64,Quicksilver,654300.0,4596.0,23.7
source_matched_baseline_056,Baseline prompt,65,Rockbend,981400.0,6832.0,33.5
source_matched_baseline_056,Baseline prompt,66,Skylark,1438200.0,10435.0,58.1
source_matched_baseline_056,Baseline prompt,67,Thornwyck,2970400.0,20674.0,114.2
source_matched_baseline_056,Baseline prompt,68,Ultracrest,1746800.0,12382.0,71.8
source_matched_baseline_056,Baseline prompt,69,Veilrock,897000.0,6315.0,29.9
source_matched_baseline_056,Baseline prompt,70,Waterridge,1112300.0,7986.0,41.2
source_matched_baseline_056,Baseline prompt,71,Xenithvale,3217800.0,20355.0,126.5
source_matched_baseline_056,Baseline prompt,72,Yellowmere,1874500.0,13448.0,78.7
source_matched_baseline_056,Baseline prompt,73,Zephyrhill,1512000.0,10966.0,61.5
source_matched_baseline_056,Baseline prompt,74,Arcticstone,739400.0,5077.0,26.4
source_matched_baseline_056,Baseline prompt,75,Beaconford,2834900.0,19762.0,110.4
source_matched_baseline_056,Baseline prompt,76,Cobaltfield,1039500.0,7358.0,38.8
source_matched_baseline_056,Baseline prompt,77,Dawnhall,1692000.0,12188.0,71.1
source_matched_baseline_056,Baseline prompt,78,Edgecombe,823600.0,5798.0,27.7
source_matched_baseline_056,Baseline prompt,79,Forestwick,374800.0,2718.0,13.6
source_matched_baseline_056,Baseline prompt,80,Gladehaven,1225400.0,8674.0,49.2
source_matched_baseline_056,Baseline prompt,81,Hollowridge,2154300.0,15298.0,90.5
source_matched_baseline_056,Baseline prompt,82,Ivorybend,379500.0,2748.0,13.8
source_matched_baseline_056,Baseline prompt,83,Jasperfall,940200.0,6876.0,32.9
source_matched_baseline_056,Baseline prompt,84,Kodiakbay,1260400.0,8957.0,50.6
source_matched_baseline_056,Baseline prompt,85,Lunarglade,412300.0,2982.0,14.9
source_matched_baseline_056,Baseline prompt,86,Midlandreach,1384500.0,9982.0,58.4
source_matched_baseline_056,Baseline prompt,87,Nimbusvale,771900.0,5290.0,27.4
source_matched_baseline_056,Baseline prompt,88,Opalridge,1124700.0,8083.0,41.8
source_matched_baseline_056,Baseline prompt,89,Palisadecove,2476300.0,18076.0,93.8
source_matched_blueprint_056,Blueprint prompt,1,Solvallis,18200000.0,98325.0,1023.47
source_matched_blueprint_056,Blueprint prompt,2,Crestwynd,8420000.0,72548.0,482.93
source_matched_blueprint_056,Blueprint prompt,3,Braymont,6630000.0,59872.0,351.25
source_matched_blueprint_056,Blueprint prompt,4,Frosthaven,4710000.0,44113.0,234.17
source_matched_blueprint_056,Blueprint prompt,5,Oakwylde,3860000.0,37689.0,187.94
source_matched_blueprint_056,Blueprint prompt,6,Silvermere,3240000.0,32987.0,154.62
source_matched_blueprint_056,Blueprint prompt,7,Highmere,2470000.0,28754.0,117.83
source_matched_blueprint_056,Blueprint prompt,8,Brightbourgh,1980000.0,23176.0,89.74
source_matched_blueprint_056,Blueprint prompt,9,Shadewind,1520000.0,19763.0,72.85
source_matched_blueprint_056,Blueprint prompt,10,Thornwick,1270000.0,17215.0,56.93
source_matched_blueprint_056,Blueprint prompt,11,Stonewald,1130000.0,15917.0,52.47
source_matched_blueprint_056,Blueprint prompt,12,Dawnwyld,980000.0,13783.0,46.02
source_matched_blueprint_056,Blueprint prompt,13,Ashcroft,860000.0,12954.0,42.34
source_matched_blueprint_056,Blueprint prompt,14,Ravenholt,780000.0,11463.0,37.86
source_matched_blueprint_056,Blueprint prompt,15,Eldenridge,740000.0,10832.0,33.72
source_matched_blueprint_056,Blueprint prompt,16,Ironshade,675000.0,10467.0,29.84
source_matched_blueprint_056,Blueprint prompt,17,Windmere,620000.0,9825.0,28.41
source_matched_blueprint_056,Blueprint prompt,18,Bryndale,597000.0,9403.0,25.87
source_matched_blueprint_056,Blueprint prompt,19,Willowreach,564000.0,9186.0,23.49
source_matched_blueprint_056,Blueprint prompt,20,Drakemont,530000.0,8947.0,21.73
source_matched_blueprint_056,Blueprint prompt,21,Cliffmoor,512000.0,8725.0,20.38
source_matched_blueprint_056,Blueprint prompt,22,Hearthglen,480000.0,8032.0,18.52
source_matched_blueprint_056,Blueprint prompt,23,Glenhaven,456000.0,7693.0,17.31
source_matched_blueprint_056,Blueprint prompt,24,Mapleborough,420000.0,7296.0,16.27
source_matched_blueprint_056,Blueprint prompt,25,Briardale,395000.0,6948.0,15.19
source_matched_blueprint_056,Blueprint prompt,26,Sunspire,368000.0,6472.0,14.13
source_matched_blueprint_056,Blueprint prompt,27,Falconridge,350000.0,6247.0,13.25
source_matched_blueprint_056,Blueprint prompt,28,Duskhollow,338000.0,5983.0,12.84
source_matched_blueprint_056,Blueprint prompt,29,Pinehurst,312000.0,5638.0,11.36
source_matched_blueprint_056,Blueprint prompt,30,Amberfield,290000.0,5417.0,10.98
source_matched_blueprint_056,Blueprint prompt,31,Wolfsridge,264000.0,4978.0,9.74
source_matched_blueprint_056,Blueprint prompt,32,Rivershade,248000.0,4653.0,9.21
source_matched_blueprint_056,Blueprint prompt,33,Lilybrooke,230000.0,4398.0,8.82
source_matched_blueprint_056,Blueprint prompt,34,Stormvale,212000.0,4250.0,8.11
source_matched_blueprint_056,Blueprint prompt,35,Thistlewynd,198000.0,4072.0,7.48
source_matched_blueprint_056,Blueprint prompt,36,Crystalglen,183000.0,3897.0,6.87
source_matched_blueprint_056,Blueprint prompt,37,Sableterrace,172000.0,3682.0,6.42
source_matched_blueprint_056,Blueprint prompt,38,Cedarstead,160000.0,3425.0,6.03
source_matched_blueprint_056,Blueprint prompt,39,Fallowmere,144000.0,3254.0,5.57
source_matched_blueprint_056,Blueprint prompt,40,Ivycross,132000.0,2958.0,5.23
source_matched_blueprint_056,Blueprint prompt,41,Duskyhollow,126000.0,2784.0,4.82
source_matched_blueprint_056,Blueprint prompt,42,Redridge,114000.0,2613.0,4.35
source_matched_blueprint_056,Blueprint prompt,43,Foxborough,107000.0,2437.0,4.14
source_matched_blueprint_056,Blueprint prompt,44,Snowfall,98000.0,2213.0,3.89
source_matched_blueprint_056,Blueprint prompt,45,Oakhaven,92000.0,2137.0,3.68
