scene_id,theme,dimension,reference_effect,signed_theme_score
scene_006,traffic_elements,Lively,1.4583333333333333,4.796875
scene_006,traffic_elements,Safe,-0.4083333333333334,-4.71875
scene_006,traffic_elements,Wealthy,0.2416666666666667,-0.890625
scene_006,traffic_elements,Boring,-0.375,-4.546875
scene_006,built_elements,Beautiful,0.48333333333333334,2.84375
scene_006,built_elements,Depressing,-1.0666666666666667,1.984375
scene_006,built_elements,Lively,0.15,2.03125
scene_006,built_elements,Safe,0.3416666666666666,0.84375
scene_006,built_elements,Wealthy,0.975,3.796875
scene_006,built_elements,Boring,0.05833333333333335,1.828125
scene_007,natural_elements,Beautiful,2.2333333333333334,0.90625
scene_007,natural_elements,Depressing,-2.775,-7.140625
scene_007,natural_elements,Lively,1.1916666666666667,3.203125
scene_007,natural_elements,Safe,1.0916666666666666,3.75
scene_007,natural_elements,Wealthy,1.3499999999999999,-0.890625
scene_007,natural_elements,Boring,-1.1916666666666667,-5.296875
scene_007,traffic_elements,Beautiful,-0.7666666666666666,-1.8125
scene_007,traffic_elements,Depressing,0.08333333333333333,-1.203125
scene_007,traffic_elements,Lively,1.4583333333333333,8.765625
scene_007,traffic_elements,Safe,-0.4083333333333334,-5.390625
scene_007,traffic_elements,Wealthy,0.2416666666666667,3.53125
scene_007,traffic_elements,Boring,-0.375,-2.953125
scene_007,built_elements,Beautiful,0.48333333333333334,-0.96875
scene_007,built_elements,Depressing,-1.0666666666666667,-3.515625
scene_007,built_elements,Lively,0.15,0.84375
scene_007,built_elements,Safe,0.3416666666666666,2.984375
scene_007,built_elements,Wealthy,0.975,-0.546875
scene_007,built_elements,Boring,0.05833333333333335,-2.75
scene_008,natural_elements,Beautiful,2.2333333333333334,8.515625
scene_008,natural_elements,Depressing,-2.775,-0.734375
scene_008,natural_elements,Lively,1.1916666666666667,5.328125
scene_008,natural_elements,Safe,1.0916666666666666,2.71875
scene_008,natural_elements,Wealthy,1.3499999999999999,4.96875
scene_008,natural_elements,Boring,-1.1916666666666667,-1.0625
scene_008,traffic_elements,Beautiful,-0.7666666666666666,-1.796875
scene_008,traffic_elements,Depressing,0.08333333333333333,-4.59375
scene_008,traffic_elements,Lively,1.4583333333333333,7.171875
scene_008,traffic_elements,Safe,-0.4083333333333334,-3.421875
scene_008,traffic_elements,Wealthy,0.2416666666666667,-0.375
scene_008,traffic_elements,Boring,-0.375,-5.125
scene_008,built_elements,Beautiful,0.48333333333333334,3.1875
scene_008,built_elements,Depressing,-1.0666666666666667,1.875
scene_008,built_elements,Lively,0.15,-0.328125
scene_008,built_elements,Safe,0.3416666666666666,1.671875
scene_008,built_elements,Wealthy,0.975,4.34375
scene_008,built_elements,Boring,0.05833333333333335,1.359375
scene_009,natural_elements,Beautiful,2.2333333333333334,0.921875
scene_009,natural_elements,Depressing,-2.775,-7.296875
scene_009,natural_elements,Lively,1.1916666666666667,4.78125
scene_009,natural_elements,Safe,1.0916666666666666,4.953125
scene_009,natural_elements,Wealthy,1.3499999999999999,-1.28125
scene_009,natural_elements,Boring,-1.1916666666666667,-4.59375
scene_009,traffic_elements,Beautiful,-0.7666666666666666,-0.3125
scene_009,traffic_elements,Depressing,0.08333333333333333,4.15625
scene_009,traffic_elements,Lively,1.4583333333333333,8.328125
scene_009,traffic_elements,Safe,-0.4083333333333334,-6.28125
scene_009,traffic_elements,Wealthy,0.2416666666666667,2.3125
scene_009,traffic_elements,Boring,-0.375,-0.890625
scene_009,built_elements,Beautiful,0.48333333333333334,-1.921875
scene_009,built_elements,Depressing,-1.0666666666666667,-2.34375
scene_009,built_elements,Lively,0.15,0.15625
scene_009,built_elements,Safe,0.3416666666666666,4.203125
scene_009,built_elements,Wealthy,0.975,-2.625
scene_009,built_elements,Boring,0.05833333333333335,-0.9375
scene_010,natural_elements,Beautiful,2.2333333333333334,8.453125
scene_010,natural_elements,Depressing,-2.775,-2.171875
scene_010,natural_elements,Lively,1.1916666666666667,3.859375
scene_010,natural_elements,Safe,1.0916666666666666,2.46875
scene_010,natural_elements,Wealthy,1.3499999999999999,5.21875
scene_010,natural_elements,Boring,-1.1916666666666667,-1.15625
scene_010,traffic_elements,Beautiful,-0.7666666666666666,-1.75
scene_010,traffic_elements,Depressing,0.08333333333333333,-3.953125
scene_010,traffic_elements,Lively,1.4583333333333333,0.90625
scene_010,traffic_elements,Safe,-0.4083333333333334,-5.078125
scene_010,traffic_elements,Wealthy,0.2416666666666667,-3.671875
scene_010,traffic_elements,Boring,-0.375,-3.71875
scene_010,built_elements,Beautiful,0.48333333333333334,2.21875
scene_010,built_elements,Depressing,-1.0666666666666667,4.53125
scene_010,built_elements,Lively,0.15,0.625
scene_010,built_elements,Safe,0.3416666666666666,-0.96875
scene_010,built_elements,Wealthy,0.975,4.203125
scene_010,built_elements,Boring,0.05833333333333335,2.703125
scene_011,natural_elements,Beautiful,2.2333333333333334,5.671875
scene_011,natural_elements,Depressing,-2.775,-8.140625
scene_011,natural_elements,Lively,1.1916666666666667,6.234375
scene_011,natural_elements,Safe,1.0916666666666666,4.765625
scene_011,natural_elements,Wealthy,1.3499999999999999,6.203125
scene_011,natural_elements,Boring,-1.1916666666666667,-6.53125
scene_011,traffic_elements,Beautiful,-0.7666666666666666,0.28125
scene_011,traffic_elements,Depressing,0.08333333333333333,1.78125
scene_011,traffic_elements,Lively,1.4583333333333333,8.9375
scene_011,traffic_elements,Safe,-0.4083333333333334,-3.703125
scene_011,traffic_elements,Wealthy,0.2416666666666667,1.4375
scene_011,traffic_elements,Boring,-0.375,-2.0
scene_011,built_elements,Beautiful,0.48333333333333334,0.25
scene_011,built_elements,Depressing,-1.0666666666666667,-0.984375
scene_011,built_elements,Lively,0.15,1.234375
scene_011,built_elements,Safe,0.3416666666666666,6.0625
scene_011,built_elements,Wealthy,0.975,2.203125
scene_011,built_elements,Boring,0.05833333333333335,-2.234375
scene_012,natural_elements,Beautiful,2.2333333333333334,8.09375
scene_012,natural_elements,Depressing,-2.775,-1.875
scene_012,natural_elements,Lively,1.1916666666666667,5.5625
scene_012,natural_elements,Safe,1.0916666666666666,2.75
scene_012,natural_elements,Wealthy,1.3499999999999999,6.109375
scene_012,natural_elements,Boring,-1.1916666666666667,-0.875
scene_012,traffic_elements,Beautiful,-0.7666666666666666,-2.5
scene_012,traffic_elements,Depressing,0.08333333333333333,-4.671875
scene_012,traffic_elements,Lively,1.4583333333333333,6.875
scene_012,traffic_elements,Safe,-0.4083333333333334,-2.96875
scene_012,traffic_elements,Wealthy,0.2416666666666667,-2.140625
scene_012,traffic_elements,Boring,-0.375,-4.609375
scene_012,built_elements,Beautiful,0.48333333333333334,3.65625
scene_012,built_elements,Depressing,-1.0666666666666667,0.484375
scene_012,built_elements,Lively,0.15,1.125
scene_012,built_elements,Safe,0.3416666666666666,0.78125
scene_012,built_elements,Wealthy,0.975,4.296875
scene_012,built_elements,Boring,0.05833333333333335,0.734375
