prompt_variant_id,setting_id,split,relation,input_direction,surface,answer_order,expected_answer,opposite_answer,expected_margin,expected_top1,logp_rise,logp_fall,logp_same
vitality_variant_0026,vitality_mechanism_setting_001,development,neutral,increase,surface_a,reverse,same,rise,10.53124988198033,1,-10.531298637390137,-11.703173637390137,-4.875540980719961e-05
vitality_variant_0027,vitality_mechanism_setting_001,development,neutral,increase,surface_b,forward,same,rise,9.578125006220944,1,-9.57823657989502,-10.78136157989502,-0.0001115736740757
vitality_variant_0028,vitality_mechanism_setting_001,development,neutral,increase,surface_b,reverse,same,rise,9.78125036205165,1,-9.781344413757324,-10.953219413757324,-9.405170567333698e-05
vitality_variant_0029,vitality_mechanism_setting_001,development,neutral,decrease,surface_a,forward,same,fall,8.734375392930815,1,-9.672141075134276,-8.734641075134277,-0.0002656822034623
vitality_variant_0030,vitality_mechanism_setting_001,development,neutral,decrease,surface_a,reverse,same,fall,9.078124777690393,1,-10.234554290771484,-9.078304290771484,-0.0001795130810933
vitality_variant_0031,vitality_mechanism_setting_001,development,neutral,decrease,surface_b,forward,same,fall,7.79687503061723,1,-9.375547409057615,-7.797422409057617,-0.0005473784403875
vitality_variant_0032,vitality_mechanism_setting_001,development,neutral,decrease,surface_b,reverse,same,fall,7.54687486536568,1,-9.375667572021484,-7.547542572021484,-0.000667706655804
vitality_variant_0033,vitality_mechanism_setting_001,development,irrelevant_number,registry_up,surface_a,forward,same,rise,7.703124979394488,1,-7.703784942626953,-8.750659942626953,-0.000659963232465
vitality_variant_0034,vitality_mechanism_setting_001,development,irrelevant_number,registry_up,surface_a,reverse,same,rise,6.515625211410224,1,-6.517563819885254,-7.923813819885254,-0.0019386084750294
vitality_variant_0035,vitality_mechanism_setting_001,development,irrelevant_number,registry_up,surface_b,forward,same,rise,7.359375070082024,1,-7.3604207038879395,-7.9854207038879395,-0.0010456338059157
vitality_variant_0036,vitality_mechanism_setting_001,development,irrelevant_number,registry_up,surface_b,reverse,same,rise,5.765624796971679,1,-5.769914627075195,-6.910539627075195,-0.0042898301035165
vitality_variant_0037,vitality_mechanism_setting_001,development,irrelevant_number,registry_down,surface_a,forward,same,fall,8.31249965185998,1,-7.500856876373291,-8.313356399536133,-0.0008567476761527
vitality_variant_0038,vitality_mechanism_setting_001,development,irrelevant_number,registry_down,surface_a,reverse,same,fall,7.4687501701992,1,-6.283806324005127,-7.471306324005127,-0.0025561538059264
vitality_variant_0039,vitality_mechanism_setting_001,development,irrelevant_number,registry_down,surface_b,forward,same,fall,7.781250072992407,1,-7.485423564910889,-7.782298564910889,-0.0010484919184818
vitality_variant_0040,vitality_mechanism_setting_001,development,irrelevant_number,registry_down,surface_b,reverse,same,fall,6.765624895924702,1,-6.003783702850342,-6.769408702850342,-0.0037838069256395
vitality_variant_0041,vitality_mechanism_setting_002,development,default,increase,surface_a,forward,rise,fall,9.406249560415745,1,-0.0005592927336692,-9.406808853149414,-7.922434329986572
vitality_variant_0042,vitality_mechanism_setting_002,development,default,increase,surface_a,reverse,rise,fall,8.78125006845221,1,-0.0003699571825563,-8.781620025634766,-9.609745025634766
vitality_variant_0043,vitality_mechanism_setting_002,development,default,increase,surface_b,forward,rise,fall,10.5156251394219,1,-0.0002010858588619,-10.515826225280762,-9.015826225280762
vitality_variant_0044,vitality_mechanism_setting_002,development,default,increase,surface_b,reverse,rise,fall,9.703125012223609,1,-0.0001563903642818,-9.70328140258789,-10.92203140258789
vitality_variant_0045,vitality_mechanism_setting_002,development,default,decrease,surface_a,forward,fall,rise,3.6562500558793545,1,-3.695040225982666,-0.0387901701033115,-4.413790225982666
vitality_variant_0046,vitality_mechanism_setting_002,development,default,decrease,surface_a,reverse,fall,rise,3.156249925494194,1,-3.213041067123413,-0.056791141629219,-4.291166305541992
vitality_variant_0047,vitality_mechanism_setting_002,development,default,decrease,surface_b,forward,fall,rise,3.734374955296517,1,-3.767690896987915,-0.0333159416913986,-4.736441135406494
vitality_variant_0048,vitality_mechanism_setting_002,development,default,decrease,surface_b,reverse,fall,rise,3.2187500335276127,1,-3.266767263412476,-0.0480172298848629,-4.8605170249938965
vitality_variant_0049,vitality_mechanism_setting_002,development,theory,increase,surface_a,forward,rise,fall,14.03125023845314,1,-8.34461570775602e-06,-14.031258583068848,-14.062508583068848
vitality_variant_0050,vitality_mechanism_setting_002,development,theory,increase,surface_a,reverse,rise,fall,12.531249642543116,1,-1.847726889536716e-05,-12.531268119812012,-14.484393119812012
vitality_variant_0051,vitality_mechanism_setting_002,development,theory,increase,surface_b,forward,rise,fall,14.656249642403964,1,-7.986990567587782e-06,-14.656257629394531,-14.093757629394531
vitality_variant_0052,vitality_mechanism_setting_002,development,theory,increase,surface_b,reverse,rise,fall,13.171874761661456,1,-1.2636104656849056e-05,-13.171887397766112,-15.921887397766112
vitality_variant_0053,vitality_mechanism_setting_002,development,theory,decrease,surface_a,forward,fall,rise,5.656250215834007,1,-5.660086631774902,-0.0038364159408956,-9.230399131774902
vitality_variant_0054,vitality_mechanism_setting_002,development,theory,decrease,surface_a,reverse,fall,rise,6.484374834224582,1,-6.486939430236816,-0.0025645960122346,-7.080689430236816
vitality_variant_0055,vitality_mechanism_setting_002,development,theory,decrease,surface_b,forward,fall,rise,4.468749788589776,1,-4.481021404266357,-0.0122716156765818,-7.871646404266357
vitality_variant_0056,vitality_mechanism_setting_002,development,theory,decrease,surface_b,reverse,fall,rise,4.249999903142452,1,-4.265676498413086,-0.0156765952706336,-6.875051498413086
vitality_variant_0057,vitality_mechanism_setting_002,development,reverse,increase,surface_a,forward,fall,rise,5.796875019557774,1,-5.800154685974121,-0.003279666416347,-9.80015468597412
vitality_variant_0058,vitality_mechanism_setting_002,development,reverse,increase,surface_a,reverse,fall,rise,4.062500236555934,1,-4.0806884765625,-0.018188240006566,-7.2369384765625
vitality_variant_0059,vitality_mechanism_setting_002,development,reverse,increase,surface_b,forward,fall,rise,6.828125113155693,1,-6.82988166809082,-0.0017565549351274,-7.62675666809082
vitality_variant_0060,vitality_mechanism_setting_002,development,reverse,increase,surface_b,reverse,fall,rise,5.609375007916242,1,-5.614255428314209,-0.0048804203979671,-6.926755428314209
vitality_variant_0061,vitality_mechanism_setting_002,development,reverse,decrease,surface_a,forward,rise,fall,0.3125,1,-0.5508793592453003,-0.8633793592453003,-14.55087947845459
vitality_variant_0062,vitality_mechanism_setting_002,development,reverse,decrease,surface_a,reverse,rise,fall,3.359374888241291,1,-0.0349785014986991,-3.3943533897399902,-15.941228866577148
vitality_variant_0063,vitality_mechanism_setting_002,development,reverse,decrease,surface_b,forward,rise,fall,-0.1875,0,-0.7971360683441162,-0.6096360683441162,-5.945573806762695
vitality_variant_0064,vitality_mechanism_setting_002,development,reverse,decrease,surface_b,reverse,rise,fall,0.59375,1,-0.4435838460922241,-1.037333846092224,-6.881083965301514
vitality_variant_0065,vitality_mechanism_setting_002,development,neutral,increase,surface_a,forward,same,rise,9.546874529121853,1,-9.54698371887207,-11.04698371887207,-0.0001091897502192
vitality_variant_0066,vitality_mechanism_setting_002,development,neutral,increase,surface_a,reverse,same,rise,10.796875239211658,1,-10.796915054321287,-11.765665054321287,-3.981510963058099e-05
vitality_variant_0067,vitality_mechanism_setting_002,development,neutral,increase,surface_b,forward,same,rise,9.6718751238368,1,-9.671971321105955,-11.109471321105955,-9.619726915843783e-05
vitality_variant_0068,vitality_mechanism_setting_002,development,neutral,increase,surface_b,reverse,same,rise,10.343749882602424,1,-10.343810081481934,-11.281310081481934,-6.01988795096986e-05
vitality_variant_0069,vitality_mechanism_setting_002,development,neutral,decrease,surface_a,forward,same,fall,9.421874539664714,1,-9.578306198120115,-9.422056198120115,-0.0001816584554035
vitality_variant_0070,vitality_mechanism_setting_002,development,neutral,decrease,surface_a,reverse,same,fall,9.859374886007572,1,-10.421977043151855,-9.859477043151855,-0.0001021571442834
vitality_variant_0071,vitality_mechanism_setting_002,development,neutral,decrease,surface_b,forward,same,fall,9.48437525278132,1,-9.62516975402832,-9.48454475402832,-0.0001695012470008
vitality_variant_0072,vitality_mechanism_setting_002,development,neutral,decrease,surface_b,reverse,same,fall,9.39062477297557,1,-10.078275680541992,-9.390775680541992,-0.0001509075664216
vitality_variant_0073,vitality_mechanism_setting_002,development,irrelevant_number,registry_up,surface_a,forward,same,rise,7.015624954132363,1,-7.016880512237549,-8.141880989074707,-0.0012555581051856
vitality_variant_0074,vitality_mechanism_setting_002,development,irrelevant_number,registry_up,surface_a,reverse,same,rise,5.593750181142241,1,-5.598493576049805,-7.035993576049805,-0.0047433949075639
vitality_variant_0075,vitality_mechanism_setting_002,development,irrelevant_number,registry_up,surface_b,forward,same,rise,6.984375184169039,1,-6.985802173614502,-7.767052173614502,-0.0014269894454628
vitality_variant_0076,vitality_mechanism_setting_002,development,irrelevant_number,registry_up,surface_b,reverse,same,rise,5.296874868683517,1,-5.303613662719727,-6.475488662719727,-0.0067387940362095
vitality_variant_0077,vitality_mechanism_setting_002,development,irrelevant_number,registry_down,surface_a,forward,same,fall,7.546875214204192,1,-6.6269402503967285,-7.548815250396728,-0.0019400361925363
vitality_variant_0078,vitality_mechanism_setting_002,development,irrelevant_number,registry_down,surface_a,reverse,same,fall,6.437500126194209,1,-5.163790225982666,-6.445040225982666,-0.0075400997884571
vitality_variant_0079,vitality_mechanism_setting_002,development,irrelevant_number,registry_down,surface_b,forward,same,fall,7.390625226311386,1,-6.861128330230713,-7.392378330230713,-0.0017531039193272
vitality_variant_0080,vitality_mechanism_setting_002,development,irrelevant_number,registry_down,surface_b,reverse,same,fall,6.171874818857759,1,-5.27307653427124,-6.17932653427124,-0.0074517154134809
vitality_variant_0081,vitality_mechanism_setting_003,development,default,increase,surface_a,forward,rise,fall,9.109374818974176,1,-0.0009109399979934,-9.110285758972168,-7.375910758972168
vitality_variant_0082,vitality_mechanism_setting_003,development,default,increase,surface_a,reverse,rise,fall,8.609375010477379,1,-0.0005092516075819,-8.609884262084961,-9.09425926208496
vitality_variant_0083,vitality_mechanism_setting_003,development,default,increase,surface_b,forward,rise,fall,10.250000402913429,1,-0.0003009581705555,-10.250301361083984,-8.578426361083984
vitality_variant_0084,vitality_mechanism_setting_003,development,default,increase,surface_b,reverse,rise,fall,9.62500001891749,1,-0.000194530643057,-9.625194549560549,-10.562694549560549
vitality_variant_0085,vitality_mechanism_setting_003,development,default,decrease,surface_a,forward,fall,rise,3.937499891966581,1,-3.97130298614502,-0.0338030941784381,-4.31505298614502
vitality_variant_0086,vitality_mechanism_setting_003,development,default,decrease,surface_a,reverse,fall,rise,3.4218749403953552,1,-3.470733404159546,-0.0488584637641906,-4.173858642578125
vitality_variant_0087,vitality_mechanism_setting_003,development,default,decrease,surface_b,forward,fall,rise,4.015624763444066,1,-4.042757987976074,-0.0271332245320081,-4.777132987976074
vitality_variant_0088,vitality_mechanism_setting_003,development,default,decrease,surface_b,reverse,fall,rise,3.640625044703484,1,-3.6751325130462646,-0.034507468342781,-4.8626322746276855
vitality_variant_0089,vitality_mechanism_setting_003,development,theory,increase,surface_a,forward,rise,fall,13.984374642431249,1,-1.084798623196548e-05,-13.98438549041748,-13.73438549041748
vitality_variant_0090,vitality_mechanism_setting_003,development,theory,increase,surface_a,reverse,rise,fall,12.625000119469403,1,-2.276871418871451e-05,-12.625022888183594,-14.390647888183594
vitality_variant_0091,vitality_mechanism_setting_003,development,theory,increase,surface_b,forward,rise,fall,14.64062500005457,1,-1.0490362910786644e-05,-14.64063549041748,-13.78126049041748
vitality_variant_0092,vitality_mechanism_setting_003,development,theory,increase,surface_b,reverse,rise,fall,13.140624642508556,1,-1.6569954823353328e-05,-13.14064121246338,-15.82814121246338
vitality_variant_0093,vitality_mechanism_setting_003,development,theory,decrease,surface_a,forward,fall,rise,5.3124999473802745,1,-5.317944526672363,-0.0054445792920887,-8.724194526672363
vitality_variant_0094,vitality_mechanism_setting_003,development,theory,decrease,surface_a,reverse,fall,rise,6.031249967869371,1,-6.035114765167236,-0.0038647972978651,-6.738239765167236
vitality_variant_0095,vitality_mechanism_setting_003,development,theory,decrease,surface_b,forward,fall,rise,4.374999814666808,1,-4.388919353485107,-0.0139195388182997,-7.107669353485107
vitality_variant_0096,vitality_mechanism_setting_003,development,theory,decrease,surface_b,reverse,fall,rise,3.8906250167638063,1,-3.913886070251465,-0.0232610534876585,-6.054511070251465
vitality_variant_0097,vitality_mechanism_setting_003,development,reverse,increase,surface_a,forward,fall,rise,6.406249865074642,1,-6.40806770324707,-0.0018178381724283,-10.36119270324707
vitality_variant_0098,vitality_mechanism_setting_003,development,reverse,increase,surface_a,reverse,fall,rise,4.796875146217644,1,-4.805801868438721,-0.0089267222210764,-7.758926868438721
vitality_variant_0099,vitality_mechanism_setting_003,development,reverse,increase,surface_b,forward,fall,rise,6.937499992433004,1,-6.939255714416504,-0.0017557219834998,-7.439255714416504
vitality_variant_0100,vitality_mechanism_setting_003,development,reverse,increase,surface_b,reverse,fall,rise,6.046874953899533,1,-6.050546646118164,-0.0036716922186315,-6.831796646118164
vitality_variant_0101,vitality_mechanism_setting_003,development,reverse,decrease,surface_a,forward,rise,fall,-0.4375,0,-0.9373658299446106,-0.4998658299446106,-14.402209281921388
vitality_variant_0102,vitality_mechanism_setting_003,development,reverse,decrease,surface_a,reverse,rise,fall,2.406249962747097,1,-0.0873833075165748,-2.493633270263672,-14.884258270263672
vitality_variant_0103,vitality_mechanism_setting_003,development,reverse,decrease,surface_b,forward,rise,fall,-0.25,0,-0.8317990303039551,-0.5817990303039551,-5.925549030303955
vitality_variant_0104,vitality_mechanism_setting_003,development,reverse,decrease,surface_b,reverse,rise,fall,-0.265625,0,-0.8393192291259766,-0.5736942291259766,-6.323694229125977
vitality_variant_0105,vitality_mechanism_setting_003,development,neutral,increase,surface_a,forward,same,rise,9.62499988640775,1,-9.62510585784912,-10.98448085784912,-0.0001059714413713
vitality_variant_0106,vitality_mechanism_setting_003,development,neutral,increase,surface_a,reverse,same,rise,10.625000358661056,1,-10.625045776367188,-11.718795776367188,-4.541770613286644e-05
vitality_variant_0107,vitality_mechanism_setting_003,development,neutral,increase,surface_b,forward,same,rise,9.640624767111149,1,-9.640729904174805,-10.859479904174805,-0.000105137063656
vitality_variant_0108,vitality_mechanism_setting_003,development,neutral,increase,surface_b,reverse,same,rise,9.843749527572072,1,-9.843843460083008,-10.812593460083008,-9.393251093570144e-05
vitality_variant_0109,vitality_mechanism_setting_003,development,neutral,decrease,surface_a,forward,same,fall,9.046874907886377,1,-9.484607696533203,-9.047107696533203,-0.0002327886468265
vitality_variant_0110,vitality_mechanism_setting_003,development,neutral,decrease,surface_a,reverse,same,fall,9.49999977144762,1,-10.125140190124512,-9.500140190124512,-0.0001404186768922
vitality_variant_0111,vitality_mechanism_setting_003,development,neutral,decrease,surface_b,forward,same,fall,8.828125153057044,1,-9.46901035308838,-8.828385353088379,-0.0002602000313345
vitality_variant_0112,vitality_mechanism_setting_003,development,neutral,decrease,surface_b,reverse,same,fall,8.515624690509867,1,-9.547184944152832,-8.515934944152832,-0.0003102536429651
vitality_variant_0113,vitality_mechanism_setting_003,development,irrelevant_number,registry_up,surface_a,forward,same,rise,7.390624833409674,1,-7.391551494598389,-8.297801971435547,-0.0009266611887142
vitality_variant_0114,vitality_mechanism_setting_003,development,irrelevant_number,registry_up,surface_a,reverse,same,rise,5.750000116880983,1,-5.754225254058838,-7.019850254058838,-0.0042251371778547
vitality_variant_0115,vitality_mechanism_setting_003,development,irrelevant_number,registry_up,surface_b,forward,same,rise,7.156250233994797,1,-7.157538414001465,-7.751288414001465,-0.0012881800066679
vitality_variant_0116,vitality_mechanism_setting_003,development,irrelevant_number,registry_up,surface_b,reverse,same,rise,5.156250041909516,1,-5.16411828994751,-6.27349328994751,-0.0078682480379939
vitality_variant_0117,vitality_mechanism_setting_003,development,irrelevant_number,registry_down,surface_a,forward,same,fall,8.109374527470209,1,-7.391605854034424,-8.110355377197266,-0.0009808497270569
vitality_variant_0118,vitality_mechanism_setting_003,development,irrelevant_number,registry_down,surface_a,reverse,same,fall,6.968749775085598,1,-5.863312244415283,-6.972687244415283,-0.0039374693296849
vitality_variant_0119,vitality_mechanism_setting_003,development,irrelevant_number,registry_down,surface_b,forward,same,fall,7.640624822466634,1,-7.282495498657227,-7.641870498657227,-0.0012456761905923
vitality_variant_0120,vitality_mechanism_setting_003,development,irrelevant_number,registry_down,surface_b,reverse,same,fall,6.29687505075708,1,-5.47500467300415,-6.30312967300415,-0.00625462224707
vitality_variant_0121,vitality_mechanism_setting_004,development,default,increase,surface_a,forward,rise,fall,9.76562485130853,1,-0.0004235800879541,-9.766048431396484,-8.250423431396484
vitality_variant_0122,vitality_mechanism_setting_004,development,default,increase,surface_a,reverse,rise,fall,8.875000186555553,1,-0.0003669780562631,-8.875367164611816,-9.890992164611816
vitality_variant_0123,vitality_mechanism_setting_004,development,default,increase,surface_b,forward,rise,fall,10.67187537330028,1,-0.0001770101225702,-10.672052383422852,-9.203302383422852
vitality_variant_0124,vitality_mechanism_setting_004,development,default,increase,surface_b,reverse,rise,fall,9.687500015061232,1,-0.0001735536643536,-9.687673568725586,-11.062673568725586
vitality_variant_0125,vitality_mechanism_setting_004,development,default,decrease,surface_a,forward,fall,rise,3.562499921768904,1,-3.60805082321167,-0.0455509014427661,-4.12367582321167
vitality_variant_0126,vitality_mechanism_setting_004,development,default,decrease,surface_a,reverse,fall,rise,2.9531249552965164,1,-3.022446632385254,-0.0693216770887374,-4.084946632385254
vitality_variant_0127,vitality_mechanism_setting_004,development,default,decrease,surface_b,forward,fall,rise,3.765625096857548,1,-3.799253463745117,-0.0336283668875694,-4.627378463745117
vitality_variant_0128,vitality_mechanism_setting_004,development,default,decrease,surface_b,reverse,fall,rise,3.187499899417162,1,-3.237936019897461,-0.0504361204802989,-4.722311019897461
vitality_variant_0129,vitality_mechanism_setting_004,development,theory,increase,surface_a,forward,rise,fall,14.1562498808471,1,-1.060957038134802e-05,-14.15626049041748,-13.81251049041748
vitality_variant_0130,vitality_mechanism_setting_004,development,theory,increase,surface_a,reverse,rise,fall,12.703125000240108,1,-2.193426917074248e-05,-12.703146934509276,-14.515646934509276
vitality_variant_0131,vitality_mechanism_setting_004,development,theory,increase,surface_b,forward,rise,fall,14.375000119273864,1,-1.1324817933200391e-05,-14.375011444091797,-13.625011444091797
vitality_variant_0132,vitality_mechanism_setting_004,development,theory,increase,surface_b,reverse,rise,fall,12.750000357820682,1,-1.966933996300213e-05,-12.750020027160645,-15.578145027160645
vitality_variant_0133,vitality_mechanism_setting_004,development,theory,decrease,surface_a,forward,fall,rise,6.046874787192792,1,-6.04951286315918,-0.0026380759663879,-9.72920036315918
vitality_variant_0134,vitality_mechanism_setting_004,development,theory,decrease,surface_a,reverse,fall,rise,6.749999844236299,1,-6.7519941329956055,-0.001994288759306,-7.345744132995605
vitality_variant_0135,vitality_mechanism_setting_004,development,theory,decrease,surface_b,forward,fall,rise,3.343749962747097,1,-3.3814926147460938,-0.0377426519989967,-6.240867614746094
vitality_variant_0136,vitality_mechanism_setting_004,development,theory,decrease,surface_b,reverse,fall,rise,2.968750063329935,1,-3.024677991867065,-0.0559279285371303,-5.384052753448486
vitality_variant_0137,vitality_mechanism_setting_004,development,reverse,increase,surface_a,forward,fall,rise,6.390625156345777,1,-6.392471790313721,-0.0018466339679434,-10.251846313476562
vitality_variant_0138,vitality_mechanism_setting_004,development,reverse,increase,surface_a,reverse,fall,rise,4.671874959021807,1,-4.682025909423828,-0.0101509504020214,-7.541400909423828
vitality_variant_0139,vitality_mechanism_setting_004,development,reverse,increase,surface_b,forward,fall,rise,7.218749922933057,1,-7.220073699951172,-0.0013237770181149,-7.751323699951172
vitality_variant_0140,vitality_mechanism_setting_004,development,reverse,increase,surface_b,reverse,fall,rise,6.093750035855919,1,-6.09699821472168,-0.0032481788657605,-7.14387321472168
vitality_variant_0141,vitality_mechanism_setting_004,development,reverse,decrease,surface_a,forward,rise,fall,0.4687499701976776,1,-0.4877924025058746,-0.9565423727035522,-14.284667015075684
vitality_variant_0142,vitality_mechanism_setting_004,development,reverse,decrease,surface_a,reverse,rise,fall,3.4375000670552254,1,-0.0324420258402824,-3.469942092895508,-15.407442092895508
vitality_variant_0143,vitality_mechanism_setting_004,development,reverse,decrease,surface_b,forward,rise,fall,-1.1875000298023224,0,-1.4602645635604858,-0.2727645337581634,-5.569639682769775
vitality_variant_0144,vitality_mechanism_setting_004,development,reverse,decrease,surface_b,reverse,rise,fall,-0.671875,0,-1.0900050401687622,-0.4181300401687622,-5.855629920959473
vitality_variant_0145,vitality_mechanism_setting_004,development,neutral,increase,surface_a,forward,same,rise,9.421874888721504,1,-9.422000885009766,-10.859500885009766,-0.0001259962882613
vitality_variant_0146,vitality_mechanism_setting_004,development,neutral,increase,surface_a,reverse,same,rise,10.328125359355909,1,-10.328184127807615,-11.437559127807615,-5.876845170860179e-05
vitality_variant_0147,vitality_mechanism_setting_004,development,neutral,increase,surface_b,forward,same,rise,9.000000255662599,1,-9.0001859664917,-10.2970609664917,-0.0001857108291005
vitality_variant_0148,vitality_mechanism_setting_004,development,neutral,increase,surface_b,reverse,same,rise,9.218750250467563,1,-9.218905448913574,-10.422030448913574,-0.0001551984460093
vitality_variant_0149,vitality_mechanism_setting_004,development,neutral,decrease,surface_a,forward,same,fall,9.328124541803843,1,-9.593942642211914,-9.328317642211914,-0.0001931004080688
vitality_variant_0150,vitality_mechanism_setting_004,development,neutral,decrease,surface_a,reverse,same,fall,9.6562497701525,1,-10.093880653381348,-9.656380653381348,-0.0001308832288486
vitality_variant_0151,vitality_mechanism_setting_004,development,neutral,decrease,surface_b,forward,same,fall,8.45312518515857,1,-9.15661334991455,-8.45348834991455,-0.0003631647559814
vitality_variant_0152,vitality_mechanism_setting_004,development,neutral,decrease,surface_b,reverse,same,fall,8.328124720050255,1,-9.141018867492676,-8.328518867492676,-0.0003941474424209
vitality_variant_0153,vitality_mechanism_setting_004,development,irrelevant_number,registry_up,surface_a,forward,same,rise,7.093750058207661,1,-7.094993591308594,-7.985618591308594,-0.0012435331009328
vitality_variant_0154,vitality_mechanism_setting_004,development,irrelevant_number,registry_up,surface_a,reverse,same,rise,5.625000128056854,1,-5.629831790924072,-6.848581790924072,-0.0048316628672182
vitality_variant_0155,vitality_mechanism_setting_004,development,irrelevant_number,registry_up,surface_b,forward,same,rise,6.859375002561137,1,-6.861136436462402,-7.392386436462402,-0.0017614339012652
vitality_variant_0156,vitality_mechanism_setting_004,development,irrelevant_number,registry_up,surface_b,reverse,same,rise,5.031250112690032,1,-5.040305137634277,-6.087180137634277,-0.0090550249442458
vitality_variant_0157,vitality_mechanism_setting_004,development,irrelevant_number,registry_down,surface_a,forward,same,fall,7.750000066589564,1,-7.204375267028809,-7.751250267028809,-0.0012502004392445
vitality_variant_0158,vitality_mechanism_setting_004,development,irrelevant_number,registry_down,surface_a,reverse,same,fall,6.765625000465661,1,-5.83237886428833,-6.76987886428833,-0.0042538638226687
vitality_variant_0159,vitality_mechanism_setting_004,development,irrelevant_number,registry_down,surface_b,forward,same,fall,7.406250030733645,1,-7.251402854919434,-7.407652854919434,-0.0014028241857886
vitality_variant_0160,vitality_mechanism_setting_004,development,irrelevant_number,registry_down,surface_b,reverse,same,fall,6.2812498938292265,1,-5.692956447601318,-6.286706447601318,-0.0054565537720918
