scene_id,theme,dimension,baseline_score,theme_score,sham_score,theme_change,sham_change,estimand,theme_qc_pass,sham_qc_pass,qc_pass
scene_003,natural_elements,Safe,6.5,8.0,6.5,1.5,0.0,1.5,True,True,True
scene_003,natural_elements,Wealthy,6.0,7.0,6.0,1.0,0.0,1.0,True,True,True
scene_003,natural_elements,Boring,5.0,4.0,5.0,-1.0,0.0,-1.0,True,True,True
scene_003,traffic_elements,Beautiful,5.5,5.0,5.5,-0.5,0.0,-0.5,True,True,True
scene_003,traffic_elements,Depressing,3.0,3.5,4.0,0.5,1.0,-0.5,True,True,True
scene_003,traffic_elements,Lively,4.0,6.5,3.0,2.5,-1.0,3.5,True,True,True
scene_003,traffic_elements,Safe,6.5,6.0,6.5,-0.5,0.0,-0.5,True,True,True
scene_003,traffic_elements,Wealthy,6.0,6.0,6.0,0.0,0.0,0.0,True,True,True
scene_003,traffic_elements,Boring,5.0,4.0,5.0,-1.0,0.0,-1.0,True,True,True
scene_003,built_elements,Beautiful,5.5,6.5,5.5,1.0,0.0,1.0,True,True,True
scene_003,built_elements,Depressing,3.0,3.0,4.0,0.0,1.0,-1.0,True,True,True
scene_003,built_elements,Lively,4.0,4.0,3.0,0.0,-1.0,1.0,True,True,True
scene_003,built_elements,Safe,6.5,6.5,6.5,0.0,0.0,0.0,True,True,True
scene_003,built_elements,Wealthy,6.0,7.5,6.0,1.5,0.0,1.5,True,True,True
scene_003,built_elements,Boring,5.0,5.5,5.0,0.5,0.0,0.5,True,True,True
scene_004,natural_elements,Beautiful,3.5,7.5,3.5,4.0,0.0,4.0,True,True,True
scene_004,natural_elements,Depressing,6.5,2.0,6.5,-4.5,0.0,-4.5,True,True,True
scene_004,natural_elements,Lively,2.0,3.5,2.0,1.5,0.0,1.5,True,True,True
scene_004,natural_elements,Safe,5.0,6.5,5.0,1.5,0.0,1.5,True,True,True
scene_004,natural_elements,Wealthy,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_004,natural_elements,Boring,7.0,5.0,6.0,-2.0,-1.0,-1.0,True,True,True
scene_004,traffic_elements,Beautiful,3.5,2.5,3.5,-1.0,0.0,-1.0,True,True,True
scene_004,traffic_elements,Depressing,6.5,6.5,6.5,0.0,0.0,0.0,True,True,True
scene_004,traffic_elements,Lively,2.0,3.0,2.0,1.0,0.0,1.0,True,True,True
scene_004,traffic_elements,Safe,5.0,5.0,5.0,0.0,0.0,0.0,True,True,True
scene_004,traffic_elements,Wealthy,3.0,3.0,3.0,0.0,0.0,0.0,True,True,True
scene_004,traffic_elements,Boring,7.0,6.0,6.0,-1.0,-1.0,0.0,True,True,True
scene_004,built_elements,Beautiful,3.5,4.5,3.5,1.0,0.0,1.0,True,True,True
scene_004,built_elements,Depressing,6.5,6.5,6.5,0.0,0.0,0.0,True,True,True
scene_004,built_elements,Lively,2.0,2.0,2.0,0.0,0.0,0.0,True,True,True
scene_004,built_elements,Safe,5.0,5.0,5.0,0.0,0.0,0.0,True,True,True
scene_004,built_elements,Wealthy,3.0,3.5,3.0,0.5,0.0,0.5,True,True,True
scene_004,built_elements,Boring,7.0,6.0,6.0,-1.0,-1.0,0.0,True,True,True
scene_005,natural_elements,Beautiful,3.5,6.5,5.0,3.0,1.5,1.5,True,True,True
scene_005,natural_elements,Depressing,4.0,3.0,4.5,-1.0,0.5,-1.5,True,True,True
scene_005,natural_elements,Lively,5.0,4.5,4.0,-0.5,-1.0,0.5,True,True,True
scene_005,natural_elements,Safe,4.5,5.5,5.5,1.0,1.0,0.0,True,True,True
scene_005,natural_elements,Wealthy,2.5,4.0,3.0,1.5,0.5,1.0,True,True,True
scene_005,natural_elements,Boring,5.0,4.0,5.0,-1.0,0.0,-1.0,True,True,True
scene_005,traffic_elements,Beautiful,3.5,2.5,5.0,-1.0,1.5,-2.5,True,True,True
scene_005,traffic_elements,Depressing,4.0,4.5,4.5,0.5,0.5,0.0,True,True,True
scene_005,traffic_elements,Lively,5.0,6.0,4.0,1.0,-1.0,2.0,True,True,True
scene_005,traffic_elements,Safe,4.5,4.0,5.5,-0.5,1.0,-1.5,True,True,True
scene_005,traffic_elements,Wealthy,2.5,3.0,3.0,0.5,0.5,0.0,True,True,True
scene_005,traffic_elements,Boring,5.0,5.0,5.0,0.0,0.0,0.0,True,True,True
scene_005,built_elements,Beautiful,3.5,4.0,5.0,0.5,1.5,-1.0,True,True,True
scene_005,built_elements,Depressing,4.0,3.5,4.5,-0.5,0.5,-1.0,True,True,True
scene_005,built_elements,Lively,5.0,4.5,4.0,-0.5,-1.0,0.5,True,True,True
scene_005,built_elements,Safe,4.5,4.0,5.5,-0.5,1.0,-1.5,True,True,True
scene_005,built_elements,Wealthy,2.5,3.0,3.0,0.5,0.5,0.0,True,True,True
scene_005,built_elements,Boring,5.0,4.5,5.0,-0.5,0.0,-0.5,True,True,True
scene_006,natural_elements,Beautiful,6.5,8.5,6.5,2.0,0.0,2.0,True,True,True
scene_006,natural_elements,Depressing,2.0,1.0,2.0,-1.0,0.0,-1.0,True,True,True
scene_006,natural_elements,Lively,3.5,6.5,3.5,3.0,0.0,3.0,True,True,True
scene_006,natural_elements,Safe,8.0,8.0,7.5,0.0,-0.5,0.5,True,True,True
scene_006,natural_elements,Wealthy,7.0,8.0,6.0,1.0,-1.0,2.0,True,True,True
scene_006,natural_elements,Boring,4.5,4.0,4.5,-0.5,0.0,-0.5,True,True,True
scene_006,traffic_elements,Beautiful,6.5,6.0,6.5,-0.5,0.0,-0.5,True,True,True
scene_006,traffic_elements,Depressing,2.0,3.0,2.0,1.0,0.0,1.0,True,True,True
scene_006,traffic_elements,Lively,3.5,5.0,3.5,1.5,0.0,1.5,True,True,True
scene_006,traffic_elements,Safe,8.0,7.0,7.5,-1.0,-0.5,-0.5,True,True,True
scene_006,traffic_elements,Wealthy,7.0,6.5,6.0,-0.5,-1.0,0.5,True,True,True
scene_006,traffic_elements,Boring,4.5,4.5,4.5,0.0,0.0,0.0,True,True,True
scene_006,built_elements,Beautiful,6.5,7.0,6.5,0.5,0.0,0.5,True,True,True
scene_006,built_elements,Depressing,2.0,2.0,2.0,0.0,0.0,0.0,True,True,True
scene_006,built_elements,Lively,3.5,4.0,3.5,0.5,0.0,0.5,True,True,True
scene_006,built_elements,Safe,8.0,8.0,7.5,0.0,-0.5,0.5,True,True,True
scene_006,built_elements,Wealthy,7.0,7.5,6.0,0.5,-1.0,1.5,True,True,True
scene_006,built_elements,Boring,4.5,5.0,4.5,0.5,0.0,0.5,True,True,True
scene_007,natural_elements,Beautiful,4.5,6.5,5.0,2.0,0.5,1.5,True,True,True
scene_007,natural_elements,Depressing,5.0,2.0,4.0,-3.0,-1.0,-2.0,True,True,True
scene_007,natural_elements,Lively,3.0,3.0,3.0,0.0,0.0,0.0,True,True,True
scene_007,natural_elements,Safe,5.5,7.5,6.0,2.0,0.5,1.5,True,True,True
scene_007,natural_elements,Wealthy,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_007,natural_elements,Boring,6.5,4.5,5.5,-2.0,-1.0,-1.0,True,True,True
scene_007,traffic_elements,Beautiful,4.5,4.5,5.0,0.0,0.5,-0.5,True,True,True
scene_007,traffic_elements,Depressing,5.0,5.0,4.0,0.0,-1.0,1.0,True,True,True
scene_007,traffic_elements,Lively,3.0,3.0,3.0,0.0,0.0,0.0,True,True,True
scene_007,traffic_elements,Safe,5.5,5.0,6.0,-0.5,0.5,-1.0,True,True,True
scene_007,traffic_elements,Wealthy,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_007,traffic_elements,Boring,6.5,6.5,5.5,0.0,-1.0,1.0,True,True,True
scene_007,built_elements,Beautiful,4.5,5.5,5.0,1.0,0.5,0.5,True,True,True
scene_007,built_elements,Depressing,5.0,4.0,4.0,-1.0,-1.0,0.0,True,True,True
scene_007,built_elements,Lively,3.0,3.0,3.0,0.0,0.0,0.0,True,True,True
scene_007,built_elements,Safe,5.5,6.0,6.0,0.5,0.5,0.0,True,True,True
scene_007,built_elements,Wealthy,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_007,built_elements,Boring,6.5,6.5,5.5,0.0,-1.0,1.0,True,True,True
scene_008,natural_elements,Beautiful,4.5,7.5,4.5,3.0,0.0,3.0,True,True,True
scene_008,natural_elements,Depressing,5.5,2.0,6.5,-3.5,1.0,-4.5,True,True,True
scene_008,natural_elements,Lively,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_008,natural_elements,Safe,6.0,7.0,6.0,1.0,0.0,1.0,True,True,True
scene_008,natural_elements,Wealthy,4.0,5.0,4.0,1.0,0.0,1.0,True,True,True
scene_008,natural_elements,Boring,6.5,6.0,7.0,-0.5,0.5,-1.0,True,True,True
scene_008,traffic_elements,Beautiful,4.5,4.5,4.5,0.0,0.0,0.0,True,True,True
scene_008,traffic_elements,Depressing,5.5,5.8,6.5,0.2999999999999998,1.0,-0.7000000000000002,True,True,True
scene_008,traffic_elements,Lively,3.0,4.2,3.0,1.2000000000000002,0.0,1.2000000000000002,True,True,True
scene_008,traffic_elements,Safe,6.0,6.0,6.0,0.0,0.0,0.0,True,True,True
scene_008,traffic_elements,Wealthy,4.0,4.7,4.0,0.7000000000000002,0.0,0.7000000000000002,True,True,True
scene_008,traffic_elements,Boring,6.5,6.3,7.0,-0.2000000000000001,0.5,-0.7000000000000002,True,True,True
scene_008,built_elements,Beautiful,4.5,6.5,4.5,2.0,0.0,2.0,True,True,True
scene_008,built_elements,Depressing,5.5,3.0,6.5,-2.5,1.0,-3.5,True,True,True
scene_008,built_elements,Lively,3.0,2.5,3.0,-0.5,0.0,-0.5,True,True,True
scene_008,built_elements,Safe,6.0,7.5,6.0,1.5,0.0,1.5,True,True,True
scene_008,built_elements,Wealthy,4.0,6.0,4.0,2.0,0.0,2.0,True,True,True
scene_008,built_elements,Boring,6.5,7.0,7.0,0.5,0.5,0.0,True,True,True
scene_009,natural_elements,Beautiful,4.5,6.5,3.5,2.0,-1.0,3.0,True,True,True
scene_009,natural_elements,Depressing,5.5,3.0,6.8,-2.5,1.2999999999999998,-3.8,True,True,True
scene_009,natural_elements,Lively,2.0,4.0,2.2,2.0,0.2000000000000001,1.7999999999999998,True,True,True
scene_009,natural_elements,Safe,6.5,7.5,5.4,1.0,-1.0999999999999996,2.1,True,True,True
scene_009,natural_elements,Wealthy,6.0,6.0,4.3,0.0,-1.7000000000000002,1.7000000000000002,True,True,True
scene_009,natural_elements,Boring,7.0,5.5,7.0,-1.5,0.0,-1.5,True,True,True
scene_009,traffic_elements,Beautiful,4.5,3.5,3.5,-1.0,-1.0,0.0,True,True,True
scene_009,traffic_elements,Depressing,5.5,6.0,6.8,0.5,1.2999999999999998,-0.7999999999999998,True,True,True
scene_009,traffic_elements,Lively,2.0,5.0,2.2,3.0,0.2000000000000001,2.8,True,True,True
scene_009,traffic_elements,Safe,6.5,6.5,5.4,0.0,-1.0999999999999996,1.0999999999999996,True,True,True
scene_009,traffic_elements,Wealthy,6.0,5.0,4.3,-1.0,-1.7000000000000002,0.7000000000000002,True,True,True
scene_009,traffic_elements,Boring,7.0,7.0,7.0,0.0,0.0,0.0,True,True,True
scene_009,built_elements,Beautiful,4.5,3.5,3.5,-1.0,-1.0,0.0,True,True,True
scene_009,built_elements,Depressing,5.5,5.0,6.8,-0.5,1.2999999999999998,-1.7999999999999998,True,True,True
scene_009,built_elements,Lively,2.0,2.0,2.2,0.0,0.2000000000000001,-0.2000000000000001,True,True,True
scene_009,built_elements,Safe,6.5,6.5,5.4,0.0,-1.0999999999999996,1.0999999999999996,True,True,True
scene_009,built_elements,Wealthy,6.0,5.0,4.3,-1.0,-1.7000000000000002,0.7000000000000002,True,True,True
scene_009,built_elements,Boring,7.0,7.5,7.0,0.5,0.0,0.5,True,True,True
scene_010,natural_elements,Beautiful,4.0,6.5,5.5,2.5,1.5,1.0,True,True,True
scene_010,natural_elements,Depressing,3.5,2.0,3.5,-1.5,0.0,-1.5,True,True,True
scene_010,natural_elements,Lively,4.0,4.0,4.0,0.0,0.0,0.0,True,True,True
scene_010,natural_elements,Safe,6.5,7.5,6.0,1.0,-0.5,1.5,True,True,True
scene_010,natural_elements,Wealthy,5.5,6.0,5.0,0.5,-0.5,1.0,True,True,True
scene_010,natural_elements,Boring,5.0,5.0,6.5,0.0,1.5,-1.5,True,True,True
scene_010,traffic_elements,Beautiful,4.0,3.5,5.5,-0.5,1.5,-2.0,True,True,True
scene_010,traffic_elements,Depressing,3.5,4.0,3.5,0.5,0.0,0.5,True,True,True
scene_010,traffic_elements,Lively,4.0,5.5,4.0,1.5,0.0,1.5,True,True,True
scene_010,traffic_elements,Safe,6.5,5.0,6.0,-1.5,-0.5,-1.0,True,True,True
scene_010,traffic_elements,Wealthy,5.5,4.0,5.0,-1.5,-0.5,-1.0,True,True,True
scene_010,traffic_elements,Boring,5.0,4.5,6.5,-0.5,1.5,-2.0,True,True,True
scene_010,built_elements,Beautiful,4.0,4.5,5.5,0.5,1.5,-1.0,True,True,True
scene_010,built_elements,Depressing,3.5,3.0,3.5,-0.5,0.0,-0.5,True,True,True
scene_010,built_elements,Lively,4.0,4.0,4.0,0.0,0.0,0.0,True,True,True
scene_010,built_elements,Safe,6.5,6.5,6.0,0.0,-0.5,0.5,True,True,True
scene_010,built_elements,Wealthy,5.5,5.0,5.0,-0.5,-0.5,0.0,True,True,True
scene_010,built_elements,Boring,5.0,5.5,6.5,0.5,1.5,-1.0,True,True,True
scene_011,natural_elements,Beautiful,4.5,7.5,4.5,3.0,0.0,3.0,True,True,True
scene_011,natural_elements,Depressing,6.0,2.0,6.5,-4.0,0.5,-4.5,True,True,True
scene_011,natural_elements,Lively,2.0,3.0,2.0,1.0,0.0,1.0,True,True,True
scene_011,natural_elements,Safe,5.5,7.0,6.0,1.5,0.5,1.0,True,True,True
scene_011,natural_elements,Wealthy,3.5,6.5,3.0,3.0,-0.5,3.5,True,True,True
scene_011,natural_elements,Boring,7.5,5.0,7.5,-2.5,0.0,-2.5,True,True,True
scene_011,traffic_elements,Beautiful,4.5,3.0,4.5,-1.5,0.0,-1.5,True,True,True
scene_011,traffic_elements,Depressing,6.0,5.5,6.5,-0.5,0.5,-1.0,True,True,True
scene_011,traffic_elements,Lively,2.0,3.0,2.0,1.0,0.0,1.0,True,True,True
scene_011,traffic_elements,Safe,5.5,5.0,6.0,-0.5,0.5,-1.0,True,True,True
scene_011,traffic_elements,Wealthy,3.5,3.5,3.0,0.0,-0.5,0.5,True,True,True
scene_011,traffic_elements,Boring,7.5,6.5,7.5,-1.0,0.0,-1.0,True,True,True
scene_011,built_elements,Beautiful,4.5,4.5,4.5,0.0,0.0,0.0,True,True,True
scene_011,built_elements,Depressing,6.0,3.5,6.5,-2.5,0.5,-3.0,True,True,True
scene_011,built_elements,Lively,2.0,2.0,2.0,0.0,0.0,0.0,True,True,True
scene_011,built_elements,Safe,5.5,6.5,6.0,1.0,0.5,0.5,True,True,True
scene_011,built_elements,Wealthy,3.5,4.0,3.0,0.5,-0.5,1.0,True,True,True
scene_011,built_elements,Boring,7.5,7.5,7.5,0.0,0.0,0.0,True,True,True
scene_012,natural_elements,Beautiful,3.0,5.5,3.5,2.5,0.5,2.0,True,True,True
scene_012,natural_elements,Depressing,6.5,3.0,5.0,-3.5,-1.5,-2.0,True,True,True
scene_012,natural_elements,Lively,3.0,4.0,3.0,1.0,0.0,1.0,True,True,True
scene_012,natural_elements,Safe,5.5,6.5,5.5,1.0,0.0,1.0,True,True,True
scene_012,natural_elements,Wealthy,3.0,4.5,2.5,1.5,-0.5,2.0,True,True,True
scene_012,natural_elements,Boring,6.0,5.0,6.5,-1.0,0.5,-1.5,True,True,True
scene_012,traffic_elements,Beautiful,3.0,3.0,3.5,0.0,0.5,-0.5,True,True,True
scene_012,traffic_elements,Depressing,6.5,5.5,5.0,-1.0,-1.5,0.5,True,True,True
scene_012,traffic_elements,Lively,3.0,4.5,3.0,1.5,0.0,1.5,True,True,True
scene_012,traffic_elements,Safe,5.5,6.0,5.5,0.5,0.0,0.5,True,True,True
scene_012,traffic_elements,Wealthy,3.0,3.0,2.5,0.0,-0.5,0.5,True,True,True
scene_012,traffic_elements,Boring,6.0,5.0,6.5,-1.0,0.5,-1.5,True,True,True
scene_012,built_elements,Beautiful,3.0,3.5,3.5,0.5,0.5,0.0,True,True,True
scene_012,built_elements,Depressing,6.5,5.5,5.0,-1.0,-1.5,0.5,True,True,True
scene_012,built_elements,Lively,3.0,3.0,3.0,0.0,0.0,0.0,True,True,True
scene_012,built_elements,Safe,5.5,6.0,5.5,0.5,0.0,0.5,True,True,True
scene_012,built_elements,Wealthy,3.0,4.0,2.5,1.0,-0.5,1.5,True,True,True
scene_012,built_elements,Boring,6.0,6.5,6.5,0.5,0.5,0.0,True,True,True
