profile_id,prompt_condition,alpha_hat,c_hat,D_hat_km
decay_setting_019,Blueprint prompt,1.818694785595737,0.011175926371767,41.67836492058765
decay_setting_021,Baseline prompt,1.3536820688148234,0.0132029460993355,16.256910821547883
decay_setting_021,Blueprint prompt,1.7340405475589142,0.0214027950299507,43.88330195850013
decay_setting_022,Blueprint prompt,1.141921657697963,0.0043614293598651,29.33903723899146
decay_setting_023,Baseline prompt,1.4329754752381996,0.0171961070676456,19.71673015127769
decay_setting_020,Baseline prompt,1.5753299982980948,0.0108326202235332,20.20801826403474
decay_setting_024,Baseline prompt,1.3927476190270187,0.0088877578855605,24.87031705120984
decay_setting_024,Blueprint prompt,1.9797689611836264,0.0666574900285478,57.17032880960252
decay_setting_025,Blueprint prompt,1.7769795603138427,7.113235394422842e-28,49.91121547088399
decay_setting_023,Blueprint prompt,1.377985098645487,7.933684348283463e-31,51.05329891975076
decay_setting_027,Baseline prompt,1.552801385384751,0.0081007625620929,22.23356109172301
decay_setting_026,Baseline prompt,1.058511977089894,0.0216698219341459,25.17397733240945
decay_setting_026,Blueprint prompt,2.422319554615659,0.0154454404230896,54.19443228303175
decay_setting_027,Blueprint prompt,1.809884220250244,0.0239471767745157,35.02481788237355
decay_setting_028,Blueprint prompt,1.5898721350015517,0.045489145605984,36.60328473562869
decay_setting_028,Baseline prompt,1.9887008444359555,0.0067305745243536,25.92128150966842
decay_setting_029,Baseline prompt,1.7155961554105927,0.0039281563935264,35.849728534262674
decay_setting_025,Baseline prompt,2.3286783672685005,0.0122899604987004,27.62835901094701
decay_setting_029,Blueprint prompt,2.01406692537087,0.0331003071647946,42.15308590614124
decay_setting_030,Baseline prompt,1.2941837435783496,0.0169552182034782,22.215159196684937
decay_setting_030,Blueprint prompt,1.4972754729369109,0.0376514312778871,31.972252340986675
decay_setting_032,Baseline prompt,1.428896900801062,0.0126262519145729,23.059365740613217
decay_setting_032,Blueprint prompt,1.4970022957248008,0.0303588970923598,22.899551679103045
decay_setting_031,Blueprint prompt,1.3951656916037658,0.033792014182694,27.72072399122801
decay_setting_033,Baseline prompt,1.91247898023538,0.0144211508772389,27.07971324911804
decay_setting_031,Baseline prompt,0.9719926414466992,0.005421491263063,10.33041248617117
decay_setting_033,Blueprint prompt,1.7675284586340725,8.73939219276548e-24,55.83883434121233
decay_setting_034,Blueprint prompt,1.4537848402821243,0.0058750119334551,33.2423736377274
decay_setting_034,Baseline prompt,1.0032645200080983,0.0043011131326137,22.01566276584814
decay_setting_035,Blueprint prompt,1.7409306133583355,4.702142879086804e-31,43.003911232011504
decay_setting_037,Baseline prompt,1.104386473622854,0.0159278305603399,16.233391751885712
decay_setting_036,Blueprint prompt,1.764808396610513,0.0310242043978032,28.16078154945542
decay_setting_036,Baseline prompt,2.036278120499221,0.0101280081500445,20.06967309776262
decay_setting_035,Baseline prompt,1.4756522857788008,0.003284554819553,32.52001835246267
decay_setting_038,Baseline prompt,1.4253952761656894,0.0144538950985045,24.90568626629689
decay_setting_039,Baseline prompt,1.3733663962199676,0.0132149504124108,21.815469517159805
decay_setting_038,Blueprint prompt,1.877768220172752,0.0399145490495542,38.00776491960821
decay_setting_040,Baseline prompt,1.1856780766711523,0.011285452769344,33.6722987857578
decay_setting_040,Blueprint prompt,2.4728078616718125,3.6963391874739377e-32,64.80415241976378
decay_setting_041,Blueprint prompt,2.244589870993805,0.011362910238975,38.11722203831848
decay_setting_039,Blueprint prompt,1.9523105638533969,3.951019906783397e-27,56.76535366000476
decay_setting_041,Baseline prompt,1.5138037123714314,0.0133669927569348,19.99644187970296
decay_setting_043,Baseline prompt,1.5740085484453812,2.220020621390356e-27,38.94255748539416
decay_setting_042,Baseline prompt,1.8116058816683849,0.0007841524835039,21.82857835682619
decay_setting_044,Baseline prompt,1.4844441975003366,0.0149017933901333,25.37668110991094
decay_setting_044,Blueprint prompt,2.024445981076678,0.0243973233673969,30.23108708862185
decay_setting_043,Blueprint prompt,1.6799093756671517,0.0239008903235181,43.41693913318912
decay_setting_045,Blueprint prompt,1.5540422464200796,1.262177448353619e-28,41.28652968025249
decay_setting_045,Baseline prompt,1.497599022118813,0.0170101409435901,21.628022759964114
decay_setting_042,Blueprint prompt,1.797115250570693,7.898371519569387e-30,52.01082973785736
decay_setting_046,Baseline prompt,1.2013375492137195,0.0314956163467952,16.2724269252545
decay_setting_046,Blueprint prompt,1.6118524038443447,0.0355985610965726,28.110100272766573
decay_setting_047,Blueprint prompt,1.611869910684996,0.0313526193937417,34.830488875558906
decay_setting_048,Blueprint prompt,1.3142487898844988,4.153190729947043e-24,43.68096841272148
decay_setting_047,Baseline prompt,1.4506213544695317,0.0122032959971782,26.01521266576338
decay_setting_048,Baseline prompt,1.2771181965392415,0.0099048081294195,29.46221082087064
decay_setting_049,Baseline prompt,1.2260534194173538,0.0149658448524646,16.92004214461255
decay_setting_049,Blueprint prompt,1.517900409417679,0.0259889858546527,23.29561361302015
decay_setting_050,Baseline prompt,1.811725731010888,0.0056481418234547,26.25954825257403
decay_setting_050,Blueprint prompt,1.8856273238760148,0.0667827005784372,41.21487493161841
decay_setting_052,Baseline prompt,1.5893491917536653,4.4865230611691126e-30,27.943526348345948
decay_setting_051,Blueprint prompt,1.7225253742261657,0.051552378153793,41.15056240990755
decay_setting_051,Baseline prompt,1.5016453656488769,0.0097116246104153,23.94761963444513
decay_setting_054,Blueprint prompt,1.4445294233620274,0.0135832614028516,35.662846708483926
decay_setting_053,Baseline prompt,0.9529754322043408,0.0029797681295554,12.811655135933826
decay_setting_052,Blueprint prompt,1.6061406800903006,0.015023009479648,28.5064459169482
decay_setting_054,Baseline prompt,0.6413766666504209,0.0030140451600218,9.673249459418136
decay_setting_055,Baseline prompt,1.534329766058375,0.0138239554319067,28.94567738028409
decay_setting_055,Blueprint prompt,1.6643811946258378,0.0097293731905485,24.98413997521291
decay_setting_056,Blueprint prompt,1.9136686151390785,0.0162817338430929,45.073395467325575
decay_setting_057,Baseline prompt,1.2191795998234458,0.0044485920212821,17.151521225200433
decay_setting_058,Baseline prompt,1.7134836496348946,0.0203673314279287,33.21033414571404
decay_setting_059,Baseline prompt,1.364384604750681,0.0010602174179572,31.769852234758662
decay_setting_058,Blueprint prompt,1.5086338604385734,0.0303287354859208,41.874416583332064
decay_setting_059,Blueprint prompt,1.6592881027102244,0.0145251824363728,30.835927917917463
decay_setting_060,Blueprint prompt,1.5543701394582374,0.0064762996739594,51.82084084339642
decay_setting_061,Baseline prompt,1.7311769714399037,0.0091216583536398,31.40244097252897
decay_setting_060,Baseline prompt,1.3886991026157778,0.0137707322391386,24.03587206310089
decay_setting_057,Blueprint prompt,1.72231569930906,0.0217419693886647,31.38855607231353
decay_setting_061,Blueprint prompt,1.4837821065204504,0.051281318913,35.56857153512449
decay_setting_062,Baseline prompt,1.390591535435389,0.00045742641874,26.17353932271057
decay_setting_063,Baseline prompt,1.6187179330456596,0.0078150218475989,23.328231511456185
decay_setting_063,Blueprint prompt,2.029896125637286,0.019519197872144,38.33474175583244
decay_setting_064,Baseline prompt,1.449686145179097,0.0111548643351033,25.450326359196083
decay_setting_062,Blueprint prompt,1.390354465630928,0.0014607668199447,42.59684665170448
decay_setting_064,Blueprint prompt,1.4831500104239177,0.0343511026383687,45.91982599413097
decay_setting_065,Baseline prompt,1.100366919747186,0.0098393152418797,16.229601771983702
decay_setting_066,Blueprint prompt,1.846299929668629,0.0139175646012265,29.77704096887444
decay_setting_067,Baseline prompt,1.4507075529237952,0.0045873502092599,31.15436375545713
decay_setting_066,Baseline prompt,1.5440063685235836,0.019404050160309,11.643289563062575
decay_setting_067,Blueprint prompt,1.700403896970733,0.0063311591450249,35.29302781728027
decay_setting_070,Baseline prompt,1.4750095903407283,0.0113737792667175,29.651740582994623
decay_setting_069,Blueprint prompt,1.512430800907116,0.0324331230891713,26.25548277172969
decay_setting_070,Blueprint prompt,1.6512448617737954,1.1098472254595144e-28,53.84268713791811
decay_setting_069,Baseline prompt,1.9385669292774024,0.0091276486711615,22.974459038946986
decay_setting_072,Blueprint prompt,1.630460839391978,0.0138799347216973,37.11386539210978
decay_setting_071,Baseline prompt,0.951945686733152,0.0066215149137434,18.16418519598219
decay_setting_073,Blueprint prompt,1.7537618048646944,0.0348121218437899,29.294238345023857
decay_setting_071,Blueprint prompt,1.6912159124674249,0.0147448706792366,36.50246055271652
decay_setting_072,Baseline prompt,1.4412492594538755,9.819538599799418e-24,31.79254912605109
decay_setting_074,Baseline prompt,1.3865649482282183,0.0083465594546536,26.18007888231008
decay_setting_074,Blueprint prompt,1.7924885456779358,0.010486168758716,32.24715397817135
decay_setting_073,Baseline prompt,1.7980552079951395,0.0099604686479156,20.32368964706348
decay_setting_075,Blueprint prompt,1.7896067256485635,0.004369212449537,44.63354071941178
decay_setting_075,Baseline prompt,1.251687582638909,0.0138313377133026,18.667646341505403
decay_setting_076,Blueprint prompt,1.5941375547797274,0.0266736170045303,33.01368758535387
decay_setting_076,Baseline prompt,1.293984281253896,0.0237587008774187,21.346346746688344
decay_setting_078,Blueprint prompt,1.5393019453966346,0.0192106747969379,25.89978782655646
decay_setting_078,Baseline prompt,0.8639314870675059,0.0090066285827342,8.27048333444246
decay_setting_077,Baseline prompt,1.3299289127419385,0.0178613868918072,15.895160248934886
decay_setting_079,Baseline prompt,1.3788666106005938,0.0126138904016342,22.808858992891587
decay_setting_077,Blueprint prompt,1.8285702475285448,0.0286551390878876,25.709208166755083
decay_setting_079,Blueprint prompt,1.7285384269308262,0.0029583227650668,49.58452502505721
decay_setting_080,Baseline prompt,1.5530904750533103,0.0103650730580168,22.67240885882028
decay_setting_080,Blueprint prompt,1.895168396969223,0.0236487277648705,29.126961703182623
decay_setting_081,Blueprint prompt,1.470744750050016,0.02980307365978,31.5239330496917
decay_setting_082,Baseline prompt,1.5806376787674996,0.0096227287957088,25.2557012323306
decay_setting_081,Baseline prompt,2.116206670974147,0.0084714521583338,24.50872003532664
decay_setting_082,Blueprint prompt,1.9151773762013045,0.0246856505201942,30.329485724893324
decay_setting_084,Baseline prompt,0.5549825019914415,0.0104361530295394,9.007073064400105
decay_setting_084,Blueprint prompt,1.7161530173110933,0.0234447466294397,41.993021966284
decay_setting_083,Blueprint prompt,1.7320632749632536,1.655364912557291e-23,51.666653605422
decay_setting_083,Baseline prompt,1.1486650601023076,0.0121508934466721,27.402712541425068
decay_setting_085,Blueprint prompt,1.526462809219876,0.0515511692967341,28.180805814113903
decay_setting_085,Baseline prompt,0.6959175085595449,0.0071405770922706,12.716259714267954
decay_setting_086,Baseline prompt,1.1856836126436148,0.0007289026364677,24.61218238003031
decay_setting_087,Baseline prompt,1.0420534473153713,0.0135621449669071,14.509989321809451
decay_setting_087,Blueprint prompt,1.806364074386519,0.0224184693201421,37.61590558382719
decay_setting_086,Blueprint prompt,2.059336365273209,0.0172467522337422,46.16160654564348
decay_setting_088,Blueprint prompt,1.6276757042483885,1.6978479079823565e-29,61.696475483838384
decay_setting_089,Blueprint prompt,1.7685604207737862,0.0182786496110639,36.54005694842372
decay_setting_090,Baseline prompt,1.6678211449653229,0.0139754607400543,18.902874679564714
decay_setting_090,Blueprint prompt,1.6242165343339623,0.0096684488061329,44.19843537159804
decay_setting_091,Baseline prompt,1.4621441041456809,0.0078737385846453,26.650908127860585
decay_setting_091,Blueprint prompt,1.6866463187092893,0.0420619273183581,43.76820725394028
decay_setting_088,Baseline prompt,1.3829340941775543,0.0224068953198671,23.05536820258719
decay_setting_092,Baseline prompt,1.331178052337115,0.0088541909433334,25.741753052931653
decay_setting_092,Blueprint prompt,1.6383332450602484,0.0603744541346032,50.51983136966543
decay_setting_094,Baseline prompt,1.415712324481485,0.0101488922845055,29.132267393938378
decay_setting_093,Blueprint prompt,1.4024969964577183,0.0187865323950098,34.94393027584842
decay_setting_093,Baseline prompt,1.3534755293545713,0.0083771861363777,24.919447203771483
decay_setting_095,Blueprint prompt,1.6095148994986055,0.0155734347686165,23.790871340109348
decay_setting_094,Blueprint prompt,1.5680808107362023,0.009642128170614,37.192520324864496
decay_setting_095,Baseline prompt,1.3520291195615666,0.011846102443694,17.81754078113179
decay_setting_096,Blueprint prompt,1.4764863334415348,7.953730081314599e-28,39.81254414260112
decay_setting_096,Baseline prompt,1.5484123337918831,0.017278822882395,14.109498299358064
decay_setting_097,Baseline prompt,1.5587447589991057,0.0047715562268716,37.132996085290834
decay_setting_097,Blueprint prompt,1.5737900036824073,0.0217624608525983,22.40920062246106
decay_setting_098,Baseline prompt,1.3504642096316022,0.0084788721465907,32.10348868013812
decay_setting_098,Blueprint prompt,1.5250160299587951,2.7767903863779616e-27,39.47373628566369
decay_setting_099,Baseline prompt,1.135542826258858,0.0073554351527965,18.5014878568635
decay_setting_099,Blueprint prompt,1.5171943087498136,0.0296255778362378,34.74084027405222
decay_setting_100,Blueprint prompt,1.859922890217444,0.0126207136935156,39.050621775075946
decay_setting_100,Baseline prompt,1.467660635011762,0.0051445096475192,16.505277485956004
